Angle, Float-sin, Mathlib-sin, Error, Float-cos, Mathlib-cos, Error, Float-tan, Mathlib-tan, Error 
23,3.907311e-01,3.907311e-01,1.430123e-08,9.205049e-01,9.205049e-01,8.094016e-09,4.244748e-01,4.244748e-01,4.388117e-09
24,4.067366e-01,4.067366e-01,4.579487e-09,9.135455e-01,9.135454e-01,-4.077837e-08,4.452287e-01,4.452287e-01,4.183569e-08
25,4.226183e-01,4.226183e-01,3.085175e-08,9.063078e-01,9.063078e-01,-4.932484e-08,4.663076e-01,4.663077e-01,5.192791e-08
26,4.383711e-01,4.383712e-01,2.549408e-08,8.987941e-01,8.987941e-01,-8.289529e-09,4.877326e-01,4.877326e-01,3.437090e-08
27,4.539905e-01,4.539905e-01,-2.461697e-08,8.910065e-01,8.910065e-01,-1.254297e-08,5.095254e-01,5.095254e-01,-4.386777e-08
28,4.694716e-01,4.694716e-01,3.570781e-08,8.829476e-01,8.829476e-01,-4.641068e-08,5.317094e-01,5.317094e-01,2.802501e-08
29,4.848096e-01,4.848096e-01,-2.305208e-08,8.746197e-01,8.746197e-01,1.277798e-08,5.543090e-01,5.543090e-01,-6.720602e-08
30,5.000000e-01,5.000000e-01,3.725290e-09,8.660254e-01,8.660254e-01,-3.441276e-08,5.773503e-01,5.773503e-01,1.032383e-07
31,5.150381e-01,5.150381e-01,0.000000e+00,8.571673e-01,8.571673e-01,-1.303814e-08,6.008606e-01,6.008606e-01,-1.859977e-08
32,5.299193e-01,5.299193e-01,7.029920e-09,8.480481e-01,8.480481e-01,-2.196391e-08,6.248693e-01,6.248693e-01,1.192342e-08
33,5.446390e-01,5.446391e-01,6.839924e-09,8.386706e-01,8.386706e-01,-3.109329e-08,6.494076e-01,6.494076e-01,4.015510e-08
34,5.591929e-01,5.591929e-01,-6.661905e-09,8.290376e-01,8.290376e-01,4.044161e-08,6.745085e-01,6.745085e-01,-8.836753e-08
35,5.735764e-01,5.735765e-01,1.948454e-08,8.191520e-01,8.191521e-01,9.095480e-09,7.002075e-01,7.002075e-01,-5.320265e-09
36,5.877852e-01,5.877852e-01,-6.337842e-09,8.090170e-01,8.090170e-01,-1.841885e-08,7.265425e-01,7.265426e-01,1.230581e-07
37,6.018150e-01,6.018150e-01,-6.809101e-08,7.986355e-01,7.986355e-01,3.265198e-08,7.535540e-01,7.535540e-01,-4.943628e-09
38,6.156615e-01,6.156615e-01,3.630525e-08,7.880108e-01,7.880108e-01,1.890984e-08,7.812856e-01,7.812856e-01,2.384077e-08
39,6.293204e-01,6.293204e-01,0.000000e+00,7.771460e-01,7.771459e-01,-6.231619e-08,8.097840e-01,8.097841e-01,5.060386e-08
40,6.427876e-01,6.427876e-01,-7.534180e-08,7.660444e-01,7.660444e-01,-4.863022e-09,8.390997e-01,8.390996e-01,-7.991331e-08
41,6.560590e-01,6.560590e-01,-1.135657e-08,7.547096e-01,7.547096e-01,4.936059e-09,8.692867e-01,8.692868e-01,5.999638e-08
42,6.691306e-01,6.691306e-01,3.340415e-08,7.431448e-01,7.431448e-01,-1.503862e-08,9.004040e-01,9.004041e-01,5.792295e-08
