Angle,Posit-sin,MPFR-sin,Error,Posit-cos,MPFR-cos,Error,Posit-tan,MPFR-tan,Error,Float-sin,Mathlib-sin,Error,Float-cos,Mathlib-cos,Error,Float-tan,Mathlib-tan,Error
145,9.8516039550E-01,5.7357643635E-01,-7.1757473471E-01,-1.7163621448E-01,-8.1915204429E-01,7.9047087085E-01,-5.7398166060E+00,-7.0020753821E-01,-7.1973076450E+00,9.8516039753E-01,5.7357643635E-01,-7.1757473825E-01,-1.7163621745E-01,-8.1915204429E-01,7.9047086723E-01,-5.7398165270E+00,-7.0020753821E-01,-7.1973075321E+00
146,9.8516039550E-01,5.5919290347E-01,-7.6175410916E-01,-1.7163621448E-01,-8.2903757256E-01,7.9296931748E-01,-5.7398166060E+00,-6.7450851684E-01,-7.5096280665E+00,9.8516039753E-01,5.5919290347E-01,-7.6175411278E-01,-1.7163621745E-01,-8.2903757256E-01,7.9296931390E-01,-5.7398165270E+00,-6.7450851684E-01,-7.5096279493E+00
147,9.8516039550E-01,5.4463903502E-01,-8.0883178062E-01,-1.7163621448E-01,-8.3867056795E-01,7.9534727813E-01,-5.7398166060E+00,-6.4940759320E-01,-7.8385424904E+00,9.8516039753E-01,5.4463903502E-01,-8.0883178434E-01,-1.7163621745E-01,-8.3867056795E-01,7.9534727460E-01,-5.7398165270E+00,-6.4940759320E-01,-7.8385423686E+00
148,9.8516039550E-01,5.2991926423E-01,-8.5907639521E-01,-1.7163621448E-01,-8.4804809616E-01,7.9761028265E-01,-5.7398166060E+00,-6.2486935191E-01,-8.1856267050E+00,9.8516039753E-01,5.2991926423E-01,-8.5907639903E-01,-1.7163621745E-01,-8.4804809616E-01,7.9761027915E-01,-5.7398165270E+00,-6.2486935191E-01,-8.1856265785E+00
149,9.8516039550E-01,5.1503807491E-01,-9.1279139057E-01,-1.7163621448E-01,-8.5716730070E-01,7.9976346002E-01,-5.7398166060E+00,-6.0086061903E-01,-8.5526590099E+00,9.8516039753E-01,5.1503807491E-01,-9.1279139450E-01,-1.7163621745E-01,-8.5716730070E-01,7.9976345656E-01,-5.7398165270E+00,-6.0086061903E-01,-8.5526588783E+00
150,9.8516039550E-01,5.0000000000E-01,-9.7032079101E-01,-1.7163621448E-01,-8.6602540378E-01,8.0181157073E-01,-5.7398166060E+00,-5.7735026919E-01,-8.9416539878E+00,9.8516039753E-01,5.0000000000E-01,-9.7032079506E-01,-1.7163621745E-01,-8.6602540378E-01,8.0181156731E-01,-5.7398165270E+00,-5.7735026919E-01,-8.9416538509E+00
151,9.8516039550E-01,4.8480962025E-01,-1.0320562018E+00,-1.7163621448E-01,-8.7461970714E-01,8.0375903598E-01,-5.7398166060E+00,-5.5430905145E-01,-9.3549032638E+00,9.8516039753E-01,4.8480962025E-01,-1.0320562060E+00,-1.7163621745E-01,-8.7461970714E-01,8.0375903259E-01,-5.7398165270E+00,-5.5430905145E-01,-9.3549031212E+00
152,9.8516039550E-01,4.6947156279E-01,-1.0984453023E+00,-1.7163621448E-01,-8.8294759286E-01,8.0560996387E-01,-5.7398166060E+00,-5.3170943166E-01,-9.7950249972E+00,9.8516039753E-01,4.6947156279E-01,-1.0984453066E+00,-1.7163621745E-01,-8.8294759286E-01,8.0560996051E-01,-5.7398165270E+00,-5.3170943166E-01,-9.7950248485E+00
153,9.8516039550E-01,4.5399049974E-01,-1.1700022271E+00,-1.7163621448E-01,-8.9100652419E-01,8.0736817316E-01,-5.7398166060E+00,-5.0952544949E-01,-1.0265024371E+01,9.8516039753E-01,4.5399049974E-01,-1.1700022315E+00,-1.7163621745E-01,-8.9100652419E-01,8.0736816983E-01,-5.7398165270E+00,-5.0952544949E-01,-1.0265024216E+01
154,9.8516039550E-01,4.3837114679E-01,-1.2473203420E+00,-1.7163621448E-01,-8.9879404630E-01,8.0903721471E-01,-5.7398166060E+00,-4.8773258857E-01,-1.0768368037E+01,9.8516039753E-01,4.3837114679E-01,-1.2473203466E+00,-1.7163621745E-01,-8.9879404630E-01,8.0903721141E-01,-5.7398165270E+00,-4.8773258857E-01,-1.0768367875E+01
155,9.8516039550E-01,4.2261826174E-01,-1.3310880875E+00,-1.7163621448E-01,-9.0630778704E-01,8.1062039085E-01,-5.7398166060E+00,-4.6630765815E-01,-1.1309076434E+01,9.8516039753E-01,4.2261826174E-01,-1.3310880923E+00,-1.7163621745E-01,-9.0630778704E-01,8.1062038758E-01,-5.7398165270E+00,-4.6630765815E-01,-1.1309076265E+01
156,9.8516039550E-01,4.0673664308E-01,-1.4221087829E+00,-1.7163621448E-01,-9.1354545764E-01,8.1212077292E-01,-5.7398166060E+00,-4.4522868531E-01,-1.1891839173E+01,9.8516039753E-01,4.0673664308E-01,-1.4221087878E+00,-1.7163621745E-01,-9.1354545764E-01,8.1212076968E-01,-5.7398165270E+00,-4.4522868531E-01,-1.1891838995E+01
157,9.8516039550E-01,3.9073112849E-01,-1.5213255962E+00,-1.7163621448E-01,-9.2050485345E-01,8.1354121726E-01,-5.7398166060E+00,-4.2447481621E-01,-1.2522160531E+01,9.8516039753E-01,3.9073112849E-01,-1.5213256014E+00,-1.7163621745E-01,-9.2050485345E-01,8.1354121404E-01,-5.7398165270E+00,-4.2447481621E-01,-1.2522160345E+01
158,9.8516039550E-01,3.7460659342E-01,-1.6298533256E+00,-1.7163621448E-01,-9.2718385457E-01,8.1488437958E-01,-5.7398166060E+00,-4.0402622584E-01,-1.3206544623E+01,9.8516039753E-01,3.7460659342E-01,-1.6298533311E+00,-1.7163621745E-01,-9.2718385457E-01,8.1488437638E-01,-5.7398165270E+00,-4.0402622584E-01,-1.3206544427E+01
159,9.8516039550E-01,3.5836794955E-01,-1.7490192601E+00,-1.7163621448E-01,-9.3358042650E-01,8.1615272813E-01,-5.7398166060E+00,-3.8386403504E-01,-1.3952733474E+01,9.8516039753E-01,3.5836794955E-01,-1.7490192658E+00,-1.7163621745E-01,-9.3358042650E-01,8.1615272496E-01,-5.7398165270E+00,-3.8386403504E-01,-1.3952733268E+01
160,9.8516039550E-01,3.4202014333E-01,-1.8804162992E+00,-1.7163621448E-01,-9.3969262079E-01,8.1734855560E-01,-5.7398166060E+00,-3.6397023427E-01,-1.4770016517E+01,9.8516039753E-01,3.4202014333E-01,-1.8804163052E+00,-1.7163621745E-01,-9.3969262079E-01,8.1734855244E-01,-5.7398165270E+00,-3.6397023427E-01,-1.4770016300E+01
161,9.8516039550E-01,3.2556815446E-01,-2.0259728478E+00,-1.7163621448E-01,-9.4551857560E-01,8.1847398993E-01,-5.7398166060E+00,-3.4432761329E-01,-1.5669637823E+01,9.8516039753E-01,3.2556815446E-01,-2.0259728540E+00,-1.7163621745E-01,-9.4551857560E-01,8.1847398679E-01,-5.7398165270E+00,-3.4432761329E-01,-1.5669637594E+01
162,9.8516039550E-01,3.0901699437E-01,-2.1880460086E+00,-1.7163621448E-01,-9.5105651630E-01,8.1953100416E-01,-5.7398166060E+00,-3.2491969623E-01,-1.6665339075E+01,9.8516039753E-01,3.0901699437E-01,-2.1880460151E+00,-1.7163621745E-01,-9.5105651630E-01,8.1953100104E-01,-5.7398165270E+00,-3.2491969623E-01,-1.6665338832E+01
163,9.8516039550E-01,2.9237170472E-01,-2.3695476669E+00,-1.7163621448E-01,-9.5630475596E-01,8.2052142540E-01,-5.7398166060E+00,-3.0573068146E-01,-1.7774094176E+01,9.8516039753E-01,2.9237170472E-01,-2.3695476738E+00,-1.7163621745E-01,-9.5630475596E-01,8.2052142230E-01,-5.7398165270E+00,-3.0573068146E-01,-1.7774093917E+01
164,9.8516039550E-01,2.7563735582E-01,-2.5741178571E+00,-1.7163621448E-01,-9.6126169594E-01,8.2144694290E-01,-5.7398166060E+00,-2.8674538576E-01,-1.9017119337E+01,9.8516039753E-01,2.7563735582E-01,-2.5741178644E+00,-1.7163621745E-01,-9.6126169594E-01,8.2144693982E-01,-5.7398165270E+00,-2.8674538576E-01,-1.9017119061E+01
165,9.8516039550E-01,2.5881904510E-01,-2.8063674762E+00,-1.7163621448E-01,-9.6592582629E-01,8.2230911545E-01,-5.7398166060E+00,-2.6794919243E-01,-2.0421287200E+01,9.8516039753E-01,2.5881904510E-01,-2.8063674840E+00,-1.7163621745E-01,-9.6592582629E-01,8.2230911238E-01,-5.7398165270E+00,-2.6794919243E-01,-2.0421286905E+01
166,9.8516039550E-01,2.4192189560E-01,-3.0722250173E+00,-1.7163621448E-01,-9.7029572628E-01,8.2310937807E-01,-5.7398166060E+00,-2.4932800284E-01,-2.2021147006E+01,9.8516039753E-01,2.4192189560E-01,-3.0722250257E+00,-1.7163621745E-01,-9.7029572628E-01,8.2310937501E-01,-5.7398165270E+00,-2.4932800284E-01,-2.2021146688E+01
167,9.8516039550E-01,2.2495105434E-01,-3.3794433344E+00,-1.7163621448E-01,-9.7437006479E-01,8.2384904803E-01,-5.7398166060E+00,-2.3086819113E-01,-2.3861877152E+01,9.8516039753E-01,2.2495105434E-01,-3.3794433434E+00,-1.7163621745E-01,-9.7437006479E-01,8.2384904499E-01,-5.7398165270E+00,-2.3086819113E-01,-2.3861876809E+01
168,9.8516039550E-01,2.0791169082E-01,-3.7383597893E+00,-1.7163621448E-01,-9.7814760073E-01,8.2452933039E-01,-5.7398166060E+00,-2.1255656167E-01,-2.6003714028E+01,9.8516039753E-01,2.0791169082E-01,-3.7383597991E+00,-1.7163621745E-01,-9.7814760073E-01,8.2452932736E-01,-5.7398165270E+00,-2.1255656167E-01,-2.6003713656E+01
169,9.8516039550E-01,1.9080899538E-01,-4.1630710259E+00,-1.7163621448E-01,-9.8162718345E-01,8.2515132285E-01,-5.7398166060E+00,-1.9438030914E-01,-2.8528796572E+01,9.8516039753E-01,1.9080899538E-01,-4.1630710365E+00,-1.7163621745E-01,-9.8162718345E-01,8.2515131983E-01,-5.7398165270E+00,-1.9438030914E-01,-2.8528796165E+01
170,9.8516039550E-01,1.7364817767E-01,-4.6733126068E+00,-1.7163621448E-01,-9.8480775301E-01,8.2571602025E-01,-5.7398166060E+00,-1.7632698071E-01,-3.1552117566E+01,9.8516039753E-01,1.7364817767E-01,-4.6733126185E+00,-1.7163621745E-01,-9.8480775301E-01,8.2571601724E-01,-5.7398165270E+00,-1.7632698071E-01,-3.1552117117E+01
171,9.8516039550E-01,1.5643446504E-01,-5.2975917439E+00,-1.7163621448E-01,-9.8768834060E-01,8.2622431852E-01,-5.7398166060E+00,-1.5838444032E-01,-3.5239775790E+01,9.8516039753E-01,1.5643446504E-01,-5.2975917569E+00,-1.7163621745E-01,-9.8768834060E-01,8.2622431551E-01,-5.7398165270E+00,-1.5838444032E-01,-3.5239775291E+01
172,9.8516039550E-01,1.3917310096E-01,-6.0786695756E+00,-1.7163621448E-01,-9.9026806874E-01,8.2667701818E-01,-5.7398166060E+00,-1.4054083470E-01,-3.9840917291E+01,9.8516039753E-01,1.3917310096E-01,-6.0786695901E+00,-1.7163621745E-01,-9.9026806874E-01,8.2667701518E-01,-5.7398165270E+00,-1.4054083470E-01,-3.9840916728E+01
173,9.8516039550E-01,1.2186934341E-01,-7.0837425392E+00,-1.7163621448E-01,-9.9254615164E-01,8.2707482751E-01,-5.7398166060E+00,-1.2278456090E-01,-4.5747054873E+01,9.8516039753E-01,1.2186934341E-01,-7.0837425558E+00,-1.7163621745E-01,-9.9254615164E-01,8.2707482452E-01,-5.7398165270E+00,-1.2278456090E-01,-4.5747054229E+01
174,9.8516039550E-01,1.0452846327E-01,-8.4248051172E+00,-1.7163621448E-01,-9.9452189537E-01,8.2741836527E-01,-5.7398166060E+00,-1.0510423527E-01,-5.3610707090E+01,9.8516039753E-01,1.0452846327E-01,-8.4248051366E+00,-1.7163621745E-01,-9.9452189537E-01,8.2741836228E-01,-5.7398165270E+00,-1.0510423527E-01,-5.3610706338E+01
175,9.8516039550E-01,8.7155742748E-02,-1.0303447879E+01,-1.7163621448E-01,-9.9619469809E-01,8.2770816306E-01,-5.7398166060E+00,-8.7488663526E-02,-6.4606404015E+01,9.8516039753E-01,8.7155742748E-02,-1.0303447902E+01,-1.7163621745E-01,-9.9619469809E-01,8.2770816009E-01,-5.7398165270E+00,-8.7488663526E-02,-6.4606403112E+01
176,9.8516039550E-01,6.9756473744E-02,-1.3122852585E+01,-1.7163621448E-01,-9.9756405026E-01,8.2794466738E-01,-5.7398166060E+00,-6.9926811944E-02,-8.1083201658E+01,9.8516039753E-01,6.9756473744E-02,-1.3122852614E+01,-1.7163621745E-01,-9.9756405026E-01,8.2794466440E-01,-5.7398165270E+00,-6.9926811944E-02,-8.1083200527E+01
177,9.8516039550E-01,5.2335956243E-02,-1.7823777499E+01,-1.7163621448E-01,-9.9862953475E-01,8.2812824125E-01,-5.7398166060E+00,-5.2407779283E-02,-1.0852222522E+02,9.8516039753E-01,5.2335956243E-02,-1.7823777538E+01,-1.7163621745E-01,-9.9862953475E-01,8.2812823828E-01,-5.7398165270E+00,-5.2407779283E-02,-1.0852222371E+02
178,9.8516039550E-01,3.4899496703E-02,-2.7228498649E+01,-1.7163621448E-01,-9.9939082702E-01,8.2825916564E-01,-5.7398166060E+00,-3.4920769492E-02,-1.6336684213E+02,9.8516039753E-01,3.4899496703E-02,-2.7228498707E+01,-1.7163621745E-01,-9.9939082702E-01,8.2825916268E-01,-5.7398165270E+00,-3.4920769492E-02,-1.6336683986E+02
179,9.8516039550E-01,1.7452406437E-02,-5.5448398623E+01,-1.7163621448E-01,-9.9984769516E-01,8.2833764051E-01,-5.7398166060E+00,-1.7455064928E-02,-3.2783387313E+02,9.8516039753E-01,1.7452406437E-02,-5.5448398739E+01,-1.7163621745E-01,-9.9984769516E-01,8.2833763754E-01,-5.7398165270E+00,-1.7455064928E-02,-3.2783386860E+02
180,9.8516039550E-01,1.2246467991E-16,-8.0444451101E+15,-1.7163621448E-01,-1.0000000000E+00,8.2836378552E-01,-5.7398166060E+00,-1.2246467991E-16,-4.6869159418E+16,9.8516039753E-01,1.2246467991E-16,-8.0444451267E+15,-1.7163621745E-01,-1.0000000000E+00,8.2836378255E-01,-5.7398165270E+00,-1.2246467991E-16,-4.6869158773E+16
181,9.8516039550E-01,-1.7452406437E-02,5.7448398623E+01,-1.7163621448E-01,-9.9984769516E-01,8.2833764051E-01,-5.7398166060E+00,1.7455064928E-02,3.2983387313E+02,9.8516039753E-01,-1.7452406437E-02,5.7448398739E+01,-1.7163621745E-01,-9.9984769516E-01,8.2833763754E-01,-5.7398165270E+00,1.7455064928E-02,3.2983386860E+02
182,9.8516039550E-01,-3.4899496703E-02,2.9228498649E+01,-1.7163621448E-01,-9.9939082702E-01,8.2825916564E-01,-5.7398166060E+00,3.4920769492E-02,1.6536684213E+02,9.8516039753E-01,-3.4899496703E-02,2.9228498707E+01,-1.7163621745E-01,-9.9939082702E-01,8.2825916268E-01,-5.7398165270E+00,3.4920769492E-02,1.6536683986E+02
183,9.8516039550E-01,-5.2335956243E-02,1.9823777499E+01,-1.7163621448E-01,-9.9862953475E-01,8.2812824125E-01,-5.7398166060E+00,5.2407779283E-02,1.1052222522E+02,9.8516039753E-01,-5.2335956243E-02,1.9823777538E+01,-1.7163621745E-01,-9.9862953475E-01,8.2812823828E-01,-5.7398165270E+00,5.2407779283E-02,1.1052222371E+02
184,9.8516039550E-01,-6.9756473744E-02,1.5122852585E+01,-1.7163621448E-01,-9.9756405026E-01,8.2794466738E-01,-5.7398166060E+00,6.9926811944E-02,8.3083201658E+01,9.8516039753E-01,-6.9756473744E-02,1.5122852614E+01,-1.7163621745E-01,-9.9756405026E-01,8.2794466440E-01,-5.7398165270E+00,6.9926811944E-02,8.3083200527E+01
185,9.8516039550E-01,-8.7155742748E-02,1.2303447879E+01,-1.7163621448E-01,-9.9619469809E-01,8.2770816306E-01,-5.7398166060E+00,8.7488663526E-02,6.6606404015E+01,9.8516039753E-01,-8.7155742748E-02,1.2303447902E+01,-1.7163621745E-01,-9.9619469809E-01,8.2770816009E-01,-5.7398165270E+00,8.7488663526E-02,6.6606403112E+01
186,9.8516039550E-01,-1.0452846327E-01,1.0424805117E+01,-1.7163621448E-01,-9.9452189537E-01,8.2741836527E-01,-5.7398166060E+00,1.0510423527E-01,5.5610707090E+01,9.8516039753E-01,-1.0452846327E-01,1.0424805137E+01,-1.7163621745E-01,-9.9452189537E-01,8.2741836228E-01,-5.7398165270E+00,1.0510423527E-01,5.5610706338E+01
187,9.8516039550E-01,-1.2186934341E-01,9.0837425392E+00,-1.7163621448E-01,-9.9254615164E-01,8.2707482751E-01,-5.7398166060E+00,1.2278456090E-01,4.7747054873E+01,9.8516039753E-01,-1.2186934341E-01,9.0837425558E+00,-1.7163621745E-01,-9.9254615164E-01,8.2707482452E-01,-5.7398165270E+00,1.2278456090E-01,4.7747054229E+01
188,9.8516039550E-01,-1.3917310096E-01,8.0786695756E+00,-1.7163621448E-01,-9.9026806874E-01,8.2667701818E-01,-5.7398166060E+00,1.4054083470E-01,4.1840917291E+01,9.8516039753E-01,-1.3917310096E-01,8.0786695901E+00,-1.7163621745E-01,-9.9026806874E-01,8.2667701518E-01,-5.7398165270E+00,1.4054083470E-01,4.1840916728E+01
189,9.8516039550E-01,-1.5643446504E-01,7.2975917439E+00,-1.7163621448E-01,-9.8768834060E-01,8.2622431852E-01,-5.7398166060E+00,1.5838444032E-01,3.7239775790E+01,9.8516039753E-01,-1.5643446504E-01,7.2975917569E+00,-1.7163621745E-01,-9.8768834060E-01,8.2622431551E-01,-5.7398165270E+00,1.5838444032E-01,3.7239775291E+01
190,9.8516039550E-01,-1.7364817767E-01,6.6733126068E+00,-1.7163621448E-01,-9.8480775301E-01,8.2571602025E-01,-5.7398166060E+00,1.7632698071E-01,3.3552117566E+01,9.8516039753E-01,-1.7364817767E-01,6.6733126185E+00,-1.7163621745E-01,-9.8480775301E-01,8.2571601724E-01,-5.7398165270E+00,1.7632698071E-01,3.3552117117E+01
191,9.8516039550E-01,-1.9080899538E-01,6.1630710259E+00,-1.7163621448E-01,-9.8162718345E-01,8.2515132285E-01,-5.7398166060E+00,1.9438030914E-01,3.0528796572E+01,9.8516039753E-01,-1.9080899538E-01,6.1630710365E+00,-1.7163621745E-01,-9.8162718345E-01,8.2515131983E-01,-5.7398165270E+00,1.9438030914E-01,3.0528796165E+01
192,9.8516039550E-01,-2.0791169082E-01,5.7383597893E+00,-1.7163621448E-01,-9.7814760073E-01,8.2452933039E-01,-5.7398166060E+00,2.1255656167E-01,2.8003714028E+01,9.8516039753E-01,-2.0791169082E-01,5.7383597991E+00,-1.7163621745E-01,-9.7814760073E-01,8.2452932736E-01,-5.7398165270E+00,2.1255656167E-01,2.8003713656E+01
193,9.8516039550E-01,-2.2495105434E-01,5.3794433344E+00,-1.7163621448E-01,-9.7437006479E-01,8.2384904803E-01,-5.7398166060E+00,2.3086819113E-01,2.5861877152E+01,9.8516039753E-01,-2.2495105434E-01,5.3794433434E+00,-1.7163621745E-01,-9.7437006479E-01,8.2384904499E-01,-5.7398165270E+00,2.3086819113E-01,2.5861876809E+01
194,9.8516039550E-01,-2.4192189560E-01,5.0722250173E+00,-1.7163621448E-01,-9.7029572628E-01,8.2310937807E-01,-5.7398166060E+00,2.4932800284E-01,2.4021147006E+01,9.8516039753E-01,-2.4192189560E-01,5.0722250257E+00,-1.7163621745E-01,-9.7029572628E-01,8.2310937501E-01,-5.7398165270E+00,2.4932800284E-01,2.4021146688E+01
195,9.8516039550E-01,-2.5881904510E-01,4.8063674762E+00,-1.7163621448E-01,-9.6592582629E-01,8.2230911545E-01,-5.7398166060E+00,2.6794919243E-01,2.2421287200E+01,9.8516039753E-01,-2.5881904510E-01,4.8063674840E+00,-1.7163621745E-01,-9.6592582629E-01,8.2230911238E-01,-5.7398165270E+00,2.6794919243E-01,2.2421286905E+01
196,9.8516039550E-01,-2.7563735582E-01,4.5741178571E+00,-1.7163621448E-01,-9.6126169594E-01,8.2144694290E-01,-5.7398166060E+00,2.8674538576E-01,2.1017119337E+01,9.8516039753E-01,-2.7563735582E-01,4.5741178644E+00,-1.7163621745E-01,-9.6126169594E-01,8.2144693982E-01,-5.7398165270E+00,2.8674538576E-01,2.1017119061E+01
197,9.8516039550E-01,-2.9237170472E-01,4.3695476669E+00,-1.7163621448E-01,-9.5630475596E-01,8.2052142540E-01,-5.7398166060E+00,3.0573068146E-01,1.9774094176E+01,9.8516039753E-01,-2.9237170472E-01,4.3695476738E+00,-1.7163621745E-01,-9.5630475596E-01,8.2052142230E-01,-5.7398165270E+00,3.0573068146E-01,1.9774093917E+01
198,9.8516039550E-01,-3.0901699437E-01,4.1880460086E+00,-1.7163621448E-01,-9.5105651630E-01,8.1953100416E-01,-5.7398166060E+00,3.2491969623E-01,1.8665339075E+01,9.8516039753E-01,-3.0901699437E-01,4.1880460151E+00,-1.7163621745E-01,-9.5105651630E-01,8.1953100104E-01,-5.7398165270E+00,3.2491969623E-01,1.8665338832E+01
199,9.8516039550E-01,-3.2556815446E-01,4.0259728478E+00,-1.7163621448E-01,-9.4551857560E-01,8.1847398993E-01,-5.7398166060E+00,3.4432761329E-01,1.7669637823E+01,9.8516039753E-01,-3.2556815446E-01,4.0259728540E+00,-1.7163621745E-01,-9.4551857560E-01,8.1847398679E-01,-5.7398165270E+00,3.4432761329E-01,1.7669637594E+01
200,9.8516039550E-01,-3.4202014333E-01,3.8804162992E+00,-1.7163621448E-01,-9.3969262079E-01,8.1734855560E-01,-5.7398166060E+00,3.6397023427E-01,1.6770016517E+01,9.8516039753E-01,-3.4202014333E-01,3.8804163052E+00,-1.7163621745E-01,-9.3969262079E-01,8.1734855244E-01,-5.7398165270E+00,3.6397023427E-01,1.6770016300E+01
201,9.8516039550E-01,-3.5836794955E-01,3.7490192601E+00,-1.7163621448E-01,-9.3358042650E-01,8.1615272813E-01,-5.7398166060E+00,3.8386403504E-01,1.5952733474E+01,9.8516039753E-01,-3.5836794955E-01,3.7490192658E+00,-1.7163621745E-01,-9.3358042650E-01,8.1615272496E-01,-5.7398165270E+00,3.8386403504E-01,1.5952733268E+01
202,9.8516039550E-01,-3.7460659342E-01,3.6298533256E+00,-1.7163621448E-01,-9.2718385457E-01,8.1488437958E-01,-5.7398166060E+00,4.0402622584E-01,1.5206544623E+01,9.8516039753E-01,-3.7460659342E-01,3.6298533311E+00,-1.7163621745E-01,-9.2718385457E-01,8.1488437638E-01,-5.7398165270E+00,4.0402622584E-01,1.5206544427E+01
203,9.8516039550E-01,-3.9073112849E-01,3.5213255962E+00,-1.7163621448E-01,-9.2050485345E-01,8.1354121726E-01,-5.7398166060E+00,4.2447481621E-01,1.4522160531E+01,9.8516039753E-01,-3.9073112849E-01,3.5213256014E+00,-1.7163621745E-01,-9.2050485345E-01,8.1354121404E-01,-5.7398165270E+00,4.2447481621E-01,1.4522160345E+01
204,9.8516039550E-01,-4.0673664308E-01,3.4221087829E+00,-1.7163621448E-01,-9.1354545764E-01,8.1212077292E-01,-5.7398166060E+00,4.4522868531E-01,1.3891839173E+01,9.8516039753E-01,-4.0673664308E-01,3.4221087878E+00,-1.7163621745E-01,-9.1354545764E-01,8.1212076968E-01,-5.7398165270E+00,4.4522868531E-01,1.3891838995E+01
205,9.8516039550E-01,-4.2261826174E-01,3.3310880875E+00,-1.7163621448E-01,-9.0630778704E-01,8.1062039085E-01,-5.7398166060E+00,4.6630765815E-01,1.3309076434E+01,9.8516039753E-01,-4.2261826174E-01,3.3310880923E+00,-1.7163621745E-01,-9.0630778704E-01,8.1062038758E-01,-5.7398165270E+00,4.6630765815E-01,1.3309076265E+01
206,9.8516039550E-01,-4.3837114679E-01,3.2473203420E+00,-1.7163621448E-01,-8.9879404630E-01,8.0903721471E-01,-5.7398166060E+00,4.8773258857E-01,1.2768368037E+01,9.8516039753E-01,-4.3837114679E-01,3.2473203466E+00,-1.7163621745E-01,-8.9879404630E-01,8.0903721141E-01,-5.7398165270E+00,4.8773258857E-01,1.2768367875E+01
207,9.8516039550E-01,-4.5399049974E-01,3.1700022271E+00,-1.7163621448E-01,-8.9100652419E-01,8.0736817316E-01,-5.7398166060E+00,5.0952544949E-01,1.2265024371E+01,9.8516039753E-01,-4.5399049974E-01,3.1700022315E+00,-1.7163621745E-01,-8.9100652419E-01,8.0736816983E-01,-5.7398165270E+00,5.0952544949E-01,1.2265024216E+01
208,9.8516039550E-01,-4.6947156279E-01,3.0984453023E+00,-1.7163621448E-01,-8.8294759286E-01,8.0560996387E-01,-5.7398166060E+00,5.3170943166E-01,1.1795024997E+01,9.8516039753E-01,-4.6947156279E-01,3.0984453066E+00,-1.7163621745E-01,-8.8294759286E-01,8.0560996051E-01,-5.7398165270E+00,5.3170943166E-01,1.1795024849E+01
209,9.8516039550E-01,-4.8480962025E-01,3.0320562018E+00,-1.7163621448E-01,-8.7461970714E-01,8.0375903598E-01,-5.7398166060E+00,5.5430905145E-01,1.1354903264E+01,9.8516039753E-01,-4.8480962025E-01,3.0320562060E+00,-1.7163621745E-01,-8.7461970714E-01,8.0375903259E-01,-5.7398165270E+00,5.5430905145E-01,1.1354903121E+01
210,9.8516039550E-01,-5.0000000000E-01,2.9703207910E+00,-1.7163621448E-01,-8.6602540378E-01,8.0181157073E-01,-5.7398166060E+00,5.7735026919E-01,1.0941653988E+01,9.8516039753E-01,-5.0000000000E-01,2.9703207951E+00,-1.7163621745E-01,-8.6602540378E-01,8.0181156731E-01,-5.7398165270E+00,5.7735026919E-01,1.0941653851E+01
211,9.8516039550E-01,-5.1503807491E-01,2.9127913906E+00,-1.7163621448E-01,-8.5716730070E-01,7.9976346002E-01,-5.7398166060E+00,6.0086061903E-01,1.0552659010E+01,9.8516039753E-01,-5.1503807491E-01,2.9127913945E+00,-1.7163621745E-01,-8.5716730070E-01,7.9976345656E-01,-5.7398165270E+00,6.0086061903E-01,1.0552658878E+01
212,9.8516039550E-01,-5.2991926423E-01,2.8590763952E+00,-1.7163621448E-01,-8.4804809616E-01,7.9761028265E-01,-5.7398166060E+00,6.2486935191E-01,1.0185626705E+01,9.8516039753E-01,-5.2991926423E-01,2.8590763990E+00,-1.7163621745E-01,-8.4804809616E-01,7.9761027915E-01,-5.7398165270E+00,6.2486935191E-01,1.0185626579E+01
213,9.8516039550E-01,-5.4463903502E-01,2.8088317806E+00,-1.7163621448E-01,-8.3867056795E-01,7.9534727813E-01,-5.7398166060E+00,6.4940759320E-01,9.8385424904E+00,9.8516039753E-01,-5.4463903502E-01,2.8088317843E+00,-1.7163621745E-01,-8.3867056795E-01,7.9534727460E-01,-5.7398165270E+00,6.4940759320E-01,9.8385423686E+00
214,9.8516039550E-01,-5.5919290347E-01,2.7617541092E+00,-1.7163621448E-01,-8.2903757256E-01,7.9296931748E-01,-5.7398166060E+00,6.7450851684E-01,9.5096280665E+00,9.8516039753E-01,-5.5919290347E-01,2.7617541128E+00,-1.7163621745E-01,-8.2903757256E-01,7.9296931390E-01,-5.7398165270E+00,6.7450851684E-01,9.5096279493E+00
215,9.8516039550E-01,-5.7357643635E-01,2.7175747347E+00,-1.7163621448E-01,-8.1915204429E-01,7.9047087085E-01,-5.7398166060E+00,7.0020753821E-01,9.1973076450E+00,9.8516039753E-01,-5.7357643635E-01,2.7175747382E+00,-1.7163621745E-01,-8.1915204429E-01,7.9047086723E-01,-5.7398165270E+00,7.0020753821E-01,9.1973075321E+00
216,9.8516039550E-01,-5.8778525229E-01,2.6760549736E+00,-1.7163621448E-01,-8.0901699437E-01,7.8784597150E-01,-5.7398166060E+00,7.2654252801E-01,8.9001798034E+00,9.8516039753E-01,-5.8778525229E-01,2.6760549770E+00,-1.7163621745E-01,-8.0901699437E-01,7.8784596784E-01,-5.7398165270E+00,7.2654252801E-01,8.9001796946E+00
