Angle,Posit-sin,MPFR-sin,Error,Posit-cos,MPFR-cos,Error,Posit-tan,MPFR-tan,Error,Float-sin,Mathlib-sin,Error,Float-cos,Mathlib-cos,Error,Float-tan,Mathlib-tan,Error
73,9.5630476251E-01,9.5630475596E-01,-6.8486640215E-09,2.9237170517E-01,2.9237170472E-01,-1.5449831385E-09,3.2708526403E+00,3.2708526185E+00,-6.6609684987E-09,9.5630475666E-01,9.5630475596E-01,-7.2441454088E-10,2.9237170246E-01,2.9237170472E-01,7.7501321244E-09,3.2708526462E+00,3.2708526185E+00,-8.4745467180E-09
74,9.6126170456E-01,9.6126169594E-01,-8.9733895757E-09,2.7563735843E-01,2.7563735582E-01,-9.4691393884E-09,3.4874144495E+00,3.4874144438E+00,-1.6093427766E-09,9.6126169659E-01,9.6126169594E-01,-6.8113909180E-10,2.7563735353E-01,2.7563735582E-01,8.2840546443E-09,3.4874144751E+00,3.4874144438E+00,-8.9651939164E-09
75,9.6592581645E-01,9.6592582629E-01,1.0189732260E-08,2.5881904550E-01,2.5881904510E-01,-1.5317513841E-09,3.7320507616E+00,3.7320508076E+00,1.2322557431E-08,9.6592582691E-01,9.6592582629E-01,-6.4502267548E-10,2.5881904278E-01,2.5881904510E-01,8.9840031588E-09,3.7320508435E+00,3.7320508076E+00,-9.6290259745E-09
76,9.7029572353E-01,9.7029572628E-01,2.8324627729E-09,2.4192189611E-01,2.4192189560E-01,-2.1299333737E-09,4.0107809007E+00,4.0107809335E+00,8.1827107121E-09,9.7029572686E-01,9.7029572628E-01,-6.0405186098E-10,2.4192189325E-01,2.4192189560E-01,9.7169933593E-09,4.0107809749E+00,4.0107809335E+00,-1.0321045252E-08
77,9.7437005863E-01,9.7437006479E-01,6.3213135942E-09,2.2495105211E-01,2.2495105434E-01,9.9441544338E-09,4.3314758837E+00,4.3314758743E+00,-2.1789682371E-09,9.7437006533E-01,9.7437006479E-01,-5.5726954910E-10,2.2495105199E-01,2.2495105434E-01,1.0455306799E-08,4.3314759220E+00,4.3314758743E+00,-1.1012576439E-08
78,9.7814759612E-01,9.7814760073E-01,4.7160277830E-09,2.0791168977E-01,2.0791169082E-01,5.0598794874E-09,4.7046301067E+00,4.7046301095E+00,5.9322528071E-10,9.7814760124E-01,9.7814760073E-01,-5.1622222725E-10,2.0791168844E-01,2.0791169082E-01,1.1425827465E-08,4.7046301657E+00,4.7046301095E+00,-1.1942049924E-08
79,9.8162718117E-01,9.8162718345E-01,2.3178789886E-09,1.9080899376E-01,1.9080899538E-01,8.4499330976E-09,5.1445540488E+00,5.1445540160E+00,-6.3769024840E-09,9.8162718392E-01,9.8162718345E-01,-4.7821147923E-10,1.9080899296E-01,1.9080899538E-01,1.2656540605E-08,5.1445540835E+00,5.1445540160E+00,-1.3134752311E-08
80,9.8480774835E-01,9.8480775301E-01,4.7366475367E-09,1.7364817485E-01,1.7364817767E-01,1.6209773505E-08,5.6712818742E+00,5.6712818196E+00,-9.6207762047E-09,9.8480775344E-01,9.8480775301E-01,-4.3641274411E-10,1.7364817523E-01,1.7364817767E-01,1.4036529495E-08,5.6712819017E+00,5.6712818196E+00,-1.4472942482E-08
81,9.8768833652E-01,9.8768834060E-01,4.1245304312E-09,1.5643446613E-01,1.5643446504E-01,-6.9728917441E-09,6.3137514591E+00,6.3137515147E+00,8.7987841486E-09,9.8768834098E-01,9.8768834060E-01,-3.9073601144E-10,1.5643446260E-01,1.5643446504E-01,1.5576075464E-08,6.3137516155E+00,6.3137515147E+00,-1.5966811729E-08
82,9.9026806653E-01,9.9026806874E-01,2.2378899818E-09,1.3917309977E-01,1.3917310096E-01,8.5427692614E-09,7.1153697670E+00,7.1153697224E+00,-6.2634006890E-09,9.9026806909E-01,9.9026806874E-01,-3.4879269205E-10,1.3917309850E-01,1.3917310096E-01,1.7658838330E-08,7.1153698505E+00,7.1153697224E+00,-1.8007631455E-08
83,9.9254615605E-01,9.9254615164E-01,-4.4405518855E-09,1.2186934147E-01,1.2186934341E-01,1.5876399124E-08,8.1443465948E+00,8.1443464280E+00,-2.0484871778E-08,9.9254615195E-01,9.9254615164E-01,-3.0880069086E-10,1.2186934091E-01,1.2186934341E-01,2.0482849698E-08,8.1443465973E+00,8.1443464280E+00,-2.0791650693E-08
84,9.9452189356E-01,9.9452189537E-01,1.8173425483E-09,1.0452846251E-01,1.0452846327E-01,7.2073400698E-09,9.5143644810E+00,9.5143644542E+00,-2.8115071369E-09,9.9452189563E-01,9.9452189537E-01,-2.6542152138E-10,1.0452846076E-01,1.0452846327E-01,2.4026781123E-08,9.5143646853E+00,9.5143644542E+00,-2.4292203123E-08
85,9.9619470537E-01,9.9619469809E-01,-7.3031334095E-09,8.7155740708E-02,8.7155742748E-02,2.3401159257E-08,1.1430052638E+01,1.1430052303E+01,-2.9334296705E-08,9.9619469831E-01,9.9619469809E-01,-2.2062952596E-10,8.7155740235E-02,8.7155742748E-02,2.8824343027E-08,1.1430052635E+01,1.1430052303E+01,-2.9044973337E-08
86,9.9756404385E-01,9.9756405026E-01,6.4257704407E-09,6.9756472483E-02,6.9756473744E-02,1.8074998191E-08,1.4300666451E+01,1.4300666257E+01,-1.3617705881E-08,9.9756405039E-01,9.9756405026E-01,-1.3475127560E-10,6.9756471822E-02,6.9756473744E-02,2.7557841065E-08,1.4300666653E+01,1.4300666257E+01,-2.7692593128E-08
87,9.9862954021E-01,9.9862953475E-01,-5.4579078372E-09,5.2335954271E-02,5.2335956243E-02,3.7673660397E-08,1.9081137419E+01,1.9081136688E+01,-3.8311071179E-08,9.9862953486E-01,9.9862953475E-01,-1.0123353624E-10,5.2335954314E-02,5.2335956243E-02,3.6858025605E-08,1.9081137393E+01,1.9081136688E+01,-3.6959260421E-08
88,9.9939083308E-01,9.9939082702E-01,-6.0644134615E-09,3.4899496008E-02,3.4899496703E-02,1.9908321070E-08,2.8636254072E+01,2.8636253283E+01,-2.7562049035E-08,9.9939082709E-01,9.9939082702E-01,-6.7816208608E-11,3.4899494762E-02,3.4899496703E-02,5.5611205237E-08,2.8636254877E+01,2.8636253283E+01,-5.5679024581E-08
89,9.9984769523E-01,9.9984769516E-01,-7.5057873238E-11,1.7452405067E-02,1.7452406437E-02,7.8506230952E-08,5.7289966106E+01,5.7289961631E+01,-7.8122847243E-08,9.9984769519E-01,9.9984769516E-01,-3.3816770628E-11,1.7452404500E-02,1.7452406437E-02,1.1099082152E-07,5.7289967991E+01,5.7289961631E+01,-1.1102465058E-07
90,1.0000000000E+00,1.0000000000E+00,-1.8746997283E-33,-1.2576322206E-09,6.1232339957E-17,2.0538693813E+07,-7.9514521600E+08,1.6331239353E+16,1.0000000487E+00,1.0000000000E+00,1.0000000000E+00,0.0000000000E+00,-1.9647908336E-09,6.1232339957E-17,3.2087470383E+07,-5.0896002917E+08,1.6331239353E+16,1.0000000312E+00
91,9.9984768778E-01,9.9984769516E-01,7.3766576543E-09,-1.7452407861E-02,-1.7452406437E-02,-8.1584449627E-08,-5.7289956570E+01,-5.7289961631E+01,8.8341618183E-08,9.9984769512E-01,9.9984769516E-01,3.4567617795E-11,-1.7452408417E-02,-1.7452406437E-02,-1.1345528971E-07,-5.7289955129E+01,-5.7289961631E+01,1.1348984460E-07
92,9.9939081818E-01,9.9939082702E-01,8.8458306622E-09,-3.4899498336E-02,-3.4899496703E-02,-4.6806302373E-08,-2.8636251688E+01,-2.8636253283E+01,5.5695563276E-08,9.9939082695E-01,9.9939082702E-01,6.9721734957E-11,-3.4899498698E-02,-3.4899496703E-02,-5.7174297335E-08,-2.8636251644E+01,-2.8636253283E+01,5.7244015604E-08
93,9.9862952530E-01,9.9862953475E-01,9.4637029236E-09,-5.2335958928E-02,-5.2335956243E-02,-5.1301750609E-08,-1.9081135511E+01,-1.9081136688E+01,6.1648841577E-08,9.9862953465E-01,9.9862953475E-01,1.0581515530E-10,-5.2335958259E-02,-5.2335956243E-02,-3.8526343739E-08,-1.9081135951E+01,-1.9081136688E+01,3.8632157464E-08
94,9.9756404385E-01,9.9756405026E-01,6.4257704493E-09,-6.9756475277E-02,-6.9756473744E-02,-2.1978171014E-08,-1.4300665855E+01,-1.4300666257E+01,2.8061923740E-08,9.9756405012E-01,9.9756405026E-01,1.4222140041E-10,-6.9756475773E-02,-6.9756473744E-02,-2.9085547412E-08,-1.4300665839E+01,-1.4300666257E+01,2.9227767937E-08
95,9.9619469792E-01,9.9619469809E-01,1.7590718618E-10,-8.7155743502E-02,-8.7155742748E-02,-8.6560240861E-09,-1.1430052221E+01,-1.1430052303E+01,7.1688171279E-09,9.9619469791E-01,9.9619469809E-01,1.7803427006E-10,-8.7155744775E-02,-8.7155742748E-02,-2.3259511391E-08,-1.1430052035E+01,-1.1430052303E+01,2.3437545232E-08
96,9.9452189356E-01,9.9452189537E-01,1.8173425611E-09,-1.0452846484E-01,-1.0452846327E-01,-1.5067038464E-08,-9.5143643022E+00,-9.5143644542E+00,1.5982595863E-08,9.9452189515E-01,9.9452189537E-01,2.1543434183E-10,-1.0452846531E-01,-1.0452846327E-01,-1.9501816414E-08,-9.5143642666E+00,-9.5143644542E+00,1.9717250348E-08
97,9.9254615605E-01,9.9254615164E-01,-4.4405518705E-09,-1.2186934473E-01,-1.2186934341E-01,-1.0870517218E-08,-8.1443463564E+00,-8.1443464280E+00,8.7892497801E-09,9.9254615139E-01,9.9254615164E-01,2.5258217039E-10,-1.2186934545E-01,-1.2186934341E-01,-1.6753908791E-08,-8.1443462895E+00,-8.1443464280E+00,1.7006490598E-08
98,9.9026807025E-01,9.9026806874E-01,-1.5240108288E-09,-1.3917310350E-01,-1.3917310096E-01,-1.8224548661E-08,-7.1153696179E+00,-7.1153697224E+00,1.4678818133E-08,9.9026806845E-01,9.9026806874E-01,2.9118681824E-10,-1.3917310301E-01,-1.3917310096E-01,-1.4742342563E-08,-7.1153696154E+00,-7.1153697224E+00,1.5033529132E-08
99,9.8768833280E-01,9.8768834060E-01,7.8962569261E-09,-1.5643446706E-01,-1.5643446504E-01,-1.2926327108E-08,-6.3137513697E+00,-6.3137515147E+00,2.2959455959E-08,9.8768834027E-01,9.8768834060E-01,3.3076819796E-10,-1.5643446710E-01,-1.5643446504E-01,-1.3185568194E-08,-6.3137514293E+00,-6.3137515147E+00,1.3516336392E-08
100,9.8516039550E-01,9.8480775301E-01,-3.5808256968E-04,-1.7163621448E-01,-1.7364817767E-01,1.1586434215E-02,-5.7398166060E+00,-5.6712818196E+00,-1.2084531964E-02,9.8516039753E-01,9.8480775301E-01,-3.5808462748E-04,-1.7163621745E-01,-1.7364817767E-01,1.1586417130E-02,-5.7398165270E+00,-5.6712818196E+00,-1.2084518025E-02
101,9.8516039550E-01,9.8162718345E-01,-3.5993421076E-03,-1.7163621448E-01,-1.9080899538E-01,1.0048153578E-01,-5.7398166060E+00,-5.1445540160E+00,-1.1570732628E-01,9.8516039753E-01,9.8162718345E-01,-3.5993441721E-03,-1.7163621745E-01,-1.9080899538E-01,1.0048152024E-01,-5.7398165270E+00,-5.1445540160E+00,-1.1570731091E-01
102,9.8516039550E-01,9.7814760073E-01,-7.1694647760E-03,-1.7163621448E-01,-2.0791169082E-01,1.7447540441E-01,-5.7398166060E+00,-4.7046301095E+00,-2.2003568240E-01,9.8516039753E-01,9.7814760073E-01,-7.1694668479E-03,-1.7163621745E-01,-2.0791169082E-01,1.7447539015E-01,-5.7398165270E+00,-4.7046301095E+00,-2.2003566559E-01
103,9.8516039550E-01,9.7437006479E-01,-1.1074160740E-02,-1.7163621448E-01,-2.2495105434E-01,2.3700640132E-01,-5.7398166060E+00,-4.3314758743E+00,-3.2514107723E-01,9.8516039753E-01,9.7437006479E-01,-1.1074162820E-02,-1.7163621745E-01,-2.2495105434E-01,2.3700638814E-01,-5.7398165270E+00,-4.3314758743E+00,-3.2514105898E-01
104,9.8516039550E-01,9.7029572628E-01,-1.5319730701E-02,-1.7163621448E-01,-2.4192189560E-01,2.9053046623E-01,-5.7398166060E+00,-4.0107809335E+00,-4.3109701107E-01,9.8516039753E-01,9.7029572628E-01,-1.5319732790E-02,-1.7163621745E-01,-2.4192189560E-01,2.9053045397E-01,-5.7398165270E+00,-4.0107809335E+00,-4.3109699136E-01
105,9.8516039550E-01,9.6592582629E-01,-1.9913091348E-02,-1.7163621448E-01,-2.5881904510E-01,3.3684859083E-01,-5.7398166060E+00,-3.7320508076E+00,-5.3797922429E-01,9.8516039753E-01,9.6592582629E-01,-1.9913093446E-02,-1.7163621745E-01,-2.5881904510E-01,3.3684857937E-01,-5.7398165270E+00,-3.7320508076E+00,-5.3797920311E-01
106,9.8516039550E-01,9.6126169594E-01,-2.4861803675E-02,-1.7163621448E-01,-2.7563735582E-01,3.7731148969E-01,-5.7398166060E+00,-3.4874144438E+00,-6.4586592689E-01,9.8516039753E-01,9.6126169594E-01,-2.4861805783E-02,-1.7163621745E-01,-2.7563735582E-01,3.7731147893E-01,-5.7398165270E+00,-3.4874144438E+00,-6.4586590422E-01
107,9.8516039550E-01,9.5630475596E-01,-3.0174104395E-02,-1.7163621448E-01,-2.9237170472E-01,4.1295203432E-01,-5.7398166060E+00,-3.2708526185E+00,-7.5483804241E-01,9.8516039753E-01,9.5630475596E-01,-3.0174106514E-02,-1.7163621745E-01,-2.9237170472E-01,4.1295202417E-01,-5.7398165270E+00,-3.2708526185E+00,-7.5483801824E-01
108,9.8516039550E-01,9.5105651630E-01,-3.5858940687E-02,-1.7163621448E-01,-3.0901699437E-01,4.4457354254E-01,-5.7398166060E+00,-3.0776835372E+00,-8.6497946807E-01,9.8516039753E-01,9.5105651630E-01,-3.5858942818E-02,-1.7163621745E-01,-3.0901699437E-01,4.4457353294E-01,-5.7398165270E+00,-3.0776835372E+00,-8.6497944238E-01
109,9.8516039550E-01,9.4551857560E-01,-4.1926008570E-02,-1.7163621448E-01,-3.2556815446E-01,4.7281018696E-01,-5.7398166060E+00,-2.9042108777E+00,-9.7637735268E-01,9.8516039753E-01,9.4551857560E-01,-4.1926010713E-02,-1.7163621745E-01,-3.2556815446E-01,4.7281017785E-01,-5.7398165270E+00,-2.9042108777E+00,-9.7637732546E-01
110,9.8516039550E-01,9.3969262079E-01,-4.8385795218E-02,-1.7163621448E-01,-3.4202014333E-01,4.9816928088E-01,-5.7398166060E+00,-2.7474774195E+00,-1.0891223947E+00,9.8516039753E-01,9.3969262079E-01,-4.8385797375E-02,-1.7163621745E-01,-3.4202014333E-01,4.9816927220E-01,-5.7398165270E+00,-2.7474774195E+00,-1.0891223660E+00
111,9.8516039550E-01,9.3358042650E-01,-5.5249625573E-02,-1.7163621448E-01,-3.5836794955E-01,5.2106148249E-01,-5.7398166060E+00,-2.6050890647E+00,-1.2033091628E+00,9.8516039753E-01,9.3358042650E-01,-5.5249627743E-02,-1.7163621745E-01,-3.5836794955E-01,5.2106147421E-01,-5.7398165270E+00,-2.6050890647E+00,-1.2033091324E+00
112,9.8516039550E-01,9.2718385457E-01,-6.2529713660E-02,-1.7163621448E-01,-3.7460659342E-01,5.4182276154E-01,-5.7398166060E+00,-2.4750868534E+00,-1.3190364403E+00,9.8516039753E-01,9.2718385457E-01,-6.2529715846E-02,-1.7163621745E-01,-3.7460659342E-01,5.4182275362E-01,-5.7398165270E+00,-2.4750868534E+00,-1.3190364084E+00
113,9.8516039550E-01,9.2050485345E-01,-7.0239219063E-02,-1.7163621448E-01,-3.9073112849E-01,5.6073063556E-01,-5.7398166060E+00,-2.3558523658E+00,-1.4364075989E+00,9.8516039753E-01,9.2050485345E-01,-7.0239221265E-02,-1.7163621745E-01,-3.9073112849E-01,5.6073062796E-01,-5.7398165270E+00,-2.3558523658E+00,-1.4364075654E+00
114,9.8516039550E-01,9.1354545764E-01,-7.8392309065E-02,-1.7163621448E-01,-4.0673664308E-01,5.7801634694E-01,-5.7398166060E+00,-2.2460367739E+00,-1.5555310014E+00,9.8516039753E-01,9.1354545764E-01,-7.8392311283E-02,-1.7163621745E-01,-4.0673664308E-01,5.7801633964E-01,-5.7398165270E+00,-2.2460367739E+00,-1.5555309662E+00
115,9.8516039550E-01,9.0630778704E-01,-8.7004227034E-02,-1.7163621448E-01,-4.2261826174E-01,5.9387411757E-01,-5.7398166060E+00,-2.1445069205E+00,-1.6765204398E+00,9.8516039753E-01,9.0630778704E-01,-8.7004229270E-02,-1.7163621745E-01,-4.2261826174E-01,5.9387411055E-01,-5.7398165270E+00,-2.1445069205E+00,-1.6765204029E+00
116,9.8516039550E-01,8.9879404630E-01,-9.6091367716E-02,-1.7163621448E-01,-4.3837114679E-01,6.0846826773E-01,-5.7398166060E+00,-2.0503038416E+00,-1.7994956112E+00,9.8516039753E-01,8.9879404630E-01,-9.6091369971E-02,-1.7163621745E-01,-4.3837114679E-01,6.0846826096E-01,-5.7398165270E+00,-2.0503038416E+00,-1.7994955726E+00
117,9.8516039550E-01,8.9100652419E-01,-1.0567136015E-01,-1.7163621448E-01,-4.5399049974E-01,6.2193875295E-01,-5.7398166060E+00,-1.9626105055E+00,-1.9245826362E+00,9.8516039753E-01,8.9100652419E-01,-1.0567136243E-01,-1.7163621745E-01,-4.5399049974E-01,6.2193874642E-01,-5.7398165270E+00,-1.9626105055E+00,-1.9245825959E+00
118,9.8516039550E-01,8.8294759286E-01,-1.1576315907E-01,-1.7163621448E-01,-4.6947156279E-01,6.3440551444E-01,-5.7398166060E+00,-1.8807264653E+00,-2.0519146254E+00,9.8516039753E-01,8.8294759286E-01,-1.1576316137E-01,-1.7163621745E-01,-4.6947156279E-01,6.3440550812E-01,-5.7398165270E+00,-1.8807264653E+00,-2.0519145834E+00
119,9.8516039550E-01,8.7461970714E-01,-1.2638714571E-01,-1.7163621448E-01,-4.8480962025E-01,6.4597192937E-01,-5.7398166060E+00,-1.8040477553E+00,-2.1816322984E+00,9.8516039753E-01,8.7461970714E-01,-1.2638714802E-01,-1.7163621745E-01,-4.8480962025E-01,6.4597192325E-01,-5.7398165270E+00,-1.8040477553E+00,-2.1816322546E+00
120,9.8516039550E-01,8.6602540378E-01,-1.3756523908E-01,-1.7163621448E-01,-5.0000000000E-01,6.5672757104E-01,-5.7398166060E+00,-1.7320508076E+00,-2.3138846626E+00,9.8516039753E-01,8.6602540378E-01,-1.3756524142E-01,-1.7163621745E-01,-5.0000000000E-01,6.5672756511E-01,-5.7398165270E+00,-1.7320508076E+00,-2.3138846170E+00
121,9.8516039550E-01,8.5716730070E-01,-1.4932101901E-01,-1.7163621448E-01,-5.1503807491E-01,6.6675043489E-01,-5.7398166060E+00,-1.6642794824E+00,-2.4488297590E+00,9.8516039753E-01,8.5716730070E-01,-1.4932102137E-01,-1.7163621745E-01,-5.1503807491E-01,6.6675042913E-01,-5.7398165270E+00,-1.6642794824E+00,-2.4488297115E+00
122,9.8516039550E-01,8.4804809616E-01,-1.6167986222E-01,-1.7163621448E-01,-5.2991926423E-01,6.7610874700E-01,-5.7398166060E+00,-1.6003345290E+00,-2.5866354827E+00,9.8516039753E-01,8.4804809616E-01,-1.6167986461E-01,-1.7163621745E-01,-5.2991926423E-01,6.7610874140E-01,-5.7398165270E+00,-1.6003345290E+00,-2.5866354333E+00
123,9.8516039550E-01,8.3867056795E-01,-1.7466909315E-01,-1.7163621448E-01,-5.4463903502E-01,6.8486244385E-01,-5.7398166060E+00,-1.5398649638E+00,-2.7274804875E+00,9.8516039753E-01,8.3867056795E-01,-1.7466909557E-01,-1.7163621745E-01,-5.4463903502E-01,6.8486243840E-01,-5.7398165270E+00,-1.5398649638E+00,-2.7274804362E+00
124,9.8516039550E-01,8.2903757256E-01,-1.8831815121E-01,-1.7163621448E-01,-5.5919290347E-01,6.9306439081E-01,-5.7398166060E+00,-1.4825609685E+00,-2.8715551859E+00,9.8516039753E-01,8.2903757256E-01,-1.8831815366E-01,-1.7163621745E-01,-5.5919290347E-01,6.9306438551E-01,-5.7398165270E+00,-1.4825609685E+00,-2.8715551326E+00
125,9.8516039550E-01,8.1915204429E-01,-2.0265877668E-01,-1.7163621448E-01,-5.7357643635E-01,7.0076139185E-01,-5.7398166060E+00,-1.4281480067E+00,-3.0190628555E+00,9.8516039753E-01,8.1915204429E-01,-2.0265877916E-01,-1.7163621745E-01,-5.7357643635E-01,7.0076138668E-01,-5.7398165270E+00,-1.4281480067E+00,-3.0190628001E+00
126,9.8516039550E-01,8.0901699437E-01,-2.1772521758E-01,-1.7163621448E-01,-5.8778525229E-01,7.0799503082E-01,-5.7398166060E+00,-1.3763819205E+00,-3.1702208672E+00,9.8516039753E-01,8.0901699437E-01,-2.1772522009E-01,-1.7163621745E-01,-5.8778525229E-01,7.0799502577E-01,-5.7398165270E+00,-1.3763819205E+00,-3.1702208098E+00
127,9.8516039550E-01,7.9863551005E-01,-2.3355446021E-01,-1.7163621448E-01,-6.0181502315E-01,7.1480237635E-01,-5.7398166060E+00,-1.3270448216E+00,-3.3252620503E+00,9.8516039753E-01,7.9863551005E-01,-2.3355446275E-01,-1.7163621745E-01,-6.0181502315E-01,7.1480237142E-01,-5.7398165270E+00,-1.3270448216E+00,-3.3252619908E+00
128,9.8516039550E-01,7.8801075361E-01,-2.5018648666E-01,-1.7163621448E-01,-6.1566147533E-01,7.2121657541E-01,-5.7398166060E+00,-1.2799416322E+00,-3.4844362131E+00,9.8516039753E-01,7.8801075361E-01,-2.5018648923E-01,-1.7163621745E-01,-6.1566147533E-01,7.2121657059E-01,-5.7398165270E+00,-1.2799416322E+00,-3.4844361513E+00
129,9.8516039550E-01,7.7714596146E-01,-2.6766456285E-01,-1.7163621448E-01,-6.2932039105E-01,7.2726735551E-01,-5.7398166060E+00,-1.2348971565E+00,-3.6480118410E+00,9.8516039753E-01,7.7714596146E-01,-2.6766456546E-01,-1.7163621745E-01,-6.2932039105E-01,7.2726735080E-01,-5.7398165270E+00,-1.2348971565E+00,-3.6480117770E+00
130,9.8516039550E-01,7.6604444312E-01,-2.8603556145E-01,-1.7163621448E-01,-6.4278760969E-01,7.3298145158E-01,-5.7398166060E+00,-1.1917535926E+00,-3.8162779972E+00,9.8516039753E-01,7.6604444312E-01,-2.8603556410E-01,-1.7163621745E-01,-6.4278760969E-01,7.3298144697E-01,-5.7398165270E+00,-1.1917535926E+00,-3.8162779308E+00
131,9.8516039550E-01,7.5470958022E-01,-3.0535032457E-01,-1.7163621448E-01,-6.5605902899E-01,7.3838297029E-01,-5.7398166060E+00,-1.1503684072E+00,-3.9895464531E+00,9.8516039753E-01,7.5470958022E-01,-3.0535032726E-01,-1.7163621745E-01,-6.5605902899E-01,7.3838296577E-01,-5.7398165270E+00,-1.1503684072E+00,-3.9895463844E+00
132,9.8516039550E-01,7.4314482548E-01,-3.2566407210E-01,-1.7163621448E-01,-6.6913060636E-01,7.4349370235E-01,-5.7398166060E+00,-1.1106125148E+00,-4.1681540856E+00,9.8516039753E-01,7.4314482548E-01,-3.2566407483E-01,-1.7163621745E-01,-6.6913060636E-01,7.4349369792E-01,-5.7398165270E+00,-1.1106125148E+00,-4.1681540144E+00
133,9.8516039550E-01,7.3135370162E-01,-3.4703686236E-01,-1.7163621448E-01,-6.8199836006E-01,7.4833339121E-01,-5.7398166060E+00,-1.0723687100E+00,-4.3524655768E+00,9.8516039753E-01,7.3135370162E-01,-3.4703686513E-01,-1.7163621745E-01,-6.8199836006E-01,7.4833338686E-01,-5.7398165270E+00,-1.0723687100E+00,-4.3524655031E+00
134,9.8516039550E-01,7.1933980034E-01,-3.6953411314E-01,-1.7163621448E-01,-6.9465837046E-01,7.5291996501E-01,-5.7398166060E+00,-1.0355303138E+00,-4.5428764659E+00,9.8516039753E-01,7.1933980034E-01,-3.6953411596E-01,-1.7163621745E-01,-6.9465837046E-01,7.5291996074E-01,-5.7398165270E+00,-1.0355303138E+00,-4.5428763896E+00
135,9.8516039550E-01,7.0710678119E-01,-3.9322719243E-01,-1.7163621448E-01,-7.0710678119E-01,7.5726973769E-01,-5.7398166060E+00,-1.0000000000E+00,-4.7398166060E+00,9.8516039753E-01,7.0710678119E-01,-3.9322719530E-01,-1.7163621745E-01,-7.0710678119E-01,7.5726973349E-01,-5.7398165270E+00,-1.0000000000E+00,-4.7398165270E+00
136,9.8516039550E-01,6.9465837046E-01,-4.1819408993E-01,-1.7163621448E-01,-7.1933980034E-01,7.6139758373E-01,-5.7398166060E+00,-9.6568877481E-01,-4.9437540912E+00,9.8516039753E-01,6.9465837046E-01,-4.1819409284E-01,-1.7163621745E-01,-7.1933980034E-01,7.6139757961E-01,-5.7398165270E+00,-9.6568877481E-01,-4.9437540093E+00
137,9.8516039550E-01,6.8199836006E-01,-4.4452018244E-01,-1.7163621448E-01,-7.3135370162E-01,7.6531709062E-01,-5.7398166060E+00,-9.3251508614E-01,-5.1551997296E+00,9.8516039753E-01,6.8199836006E-01,-4.4452018541E-01,-1.7163621745E-01,-7.3135370162E-01,7.6531708657E-01,-5.7398165270E+00,-9.3251508614E-01,-5.1551996448E+00
138,9.8516039550E-01,6.6913060636E-01,-4.7229910893E-01,-1.7163621448E-01,-7.4314482548E-01,7.6904069221E-01,-5.7398166060E+00,-9.0040404430E-01,-5.3747121555E+00,9.8516039753E-01,6.6913060636E-01,-4.7229911196E-01,-1.7163621745E-01,-7.4314482548E-01,7.6904068822E-01,-5.7398165270E+00,-9.0040404430E-01,-5.3747120677E+00
139,9.8516039550E-01,6.5605902899E-01,-5.0163377375E-01,-1.7163621448E-01,-7.5470958022E-01,7.7257978569E-01,-5.7398166060E+00,-8.6928673782E-01,-5.6029036868E+00,9.8516039753E-01,6.5605902899E-01,-5.0163377683E-01,-1.7163621745E-01,-7.5470958022E-01,7.7257978175E-01,-5.7398165270E+00,-8.6928673782E-01,-5.6029035959E+00
140,9.8516039550E-01,6.4278760969E-01,-5.3263750056E-01,-1.7163621448E-01,-7.6604444312E-01,7.7594483450E-01,-5.7398166060E+00,-8.3909963118E-01,-5.8404470611E+00,9.8516039753E-01,6.4278760969E-01,-5.3263750372E-01,-1.7163621745E-01,-7.6604444312E-01,7.7594483063E-01,-5.7398165270E+00,-8.3909963118E-01,-5.8404469669E+00
141,9.8516039550E-01,6.2932039105E-01,-5.6543536411E-01,-1.7163621448E-01,-7.7714596146E-01,7.7914545916E-01,-5.7398166060E+00,-8.0978403320E-01,-6.0880832058E+00,9.8516039753E-01,6.2932039105E-01,-5.6543536733E-01,-1.7163621745E-01,-7.7714596146E-01,7.7914545535E-01,-5.7398165270E+00,-8.0978403320E-01,-6.0880831082E+00
142,9.8516039550E-01,6.1566147533E-01,-6.0016573228E-01,-1.7163621448E-01,-7.8801075361E-01,7.8219051746E-01,-5.7398166060E+00,-7.8128562651E-01,-6.3466302352E+00,9.8516039753E-01,6.1566147533E-01,-6.0016573557E-01,-1.7163621745E-01,-7.8801075361E-01,7.8219051369E-01,-5.7398165270E+00,-7.8128562651E-01,-6.3466301340E+00
143,9.8516039550E-01,6.0181502315E-01,-6.3698205861E-01,-1.7163621448E-01,-7.9863551005E-01,7.8508817562E-01,-5.7398166060E+00,-7.5355405010E-01,-6.6169939041E+00,9.8516039753E-01,6.0181502315E-01,-6.3698206198E-01,-1.7163621745E-01,-7.9863551005E-01,7.8508817190E-01,-5.7398165270E+00,-7.5355405010E-01,-6.6169937992E+00
144,9.8516039550E-01,5.8778525229E-01,-6.7605497358E-01,-1.7163621448E-01,-8.0901699437E-01,7.8784597150E-01,-5.7398166060E+00,-7.2654252801E-01,-6.9001798034E+00,9.8516039753E-01,5.8778525229E-01,-6.7605497703E-01,-1.7163621745E-01,-8.0901699437E-01,7.8784596784E-01,-5.7398165270E+00,-7.2654252801E-01,-6.9001796946E+00
