Float-sin, Mathlib-sin, Error, Float-cos, Mathlib-cos, Error, Float-tan, Mathlib-tan, Error 
1.745240e-02,1.745241e-02,1.067271e-07,9.998477e-01,9.998477e-01,5.961373e-08,1.745506e-02,1.745507e-02,1.067109e-07
