Angle, Posit-sin, Mathlib-sin, Error, Posit-cos, Mathlib-cos, Error, Posit-tan, Mathlib-tan, Error 
1.660000e-01,2.897242e-03,2.897242e-03,3.214514e-07,9.999958e-01,9.999958e-01,-1.117592e-08,2.897254e-03,2.897255e-03,3.415407e-07
1.670000e-01,2.914693e-03,2.914696e-03,7.588754e-07,9.999958e-01,9.999958e-01,-7.450613e-09,2.914706e-03,2.914708e-03,7.788426e-07
1.680000e-01,2.932154e-03,2.932149e-03,-1.667529e-06,9.999957e-01,9.999957e-01,-1.117592e-08,2.932166e-03,2.932162e-03,-1.667522e-06
1.690000e-01,2.949606e-03,2.949602e-03,-1.223512e-06,9.999957e-01,9.999956e-01,-1.117592e-08,2.949619e-03,2.949615e-03,-1.223507e-06
1.700000e-01,2.967058e-03,2.967055e-03,-7.847195e-07,9.999956e-01,9.999956e-01,-1.862654e-08,2.967071e-03,2.967068e-03,-7.847161e-07
1.710000e-01,2.984510e-03,2.984509e-03,-3.900653e-07,9.999956e-01,9.999955e-01,-1.862654e-08,2.984523e-03,2.984522e-03,-3.705604e-07
1.720000e-01,3.001962e-03,3.001962e-03,3.877975e-08,9.999955e-01,9.999955e-01,-1.117592e-08,3.001975e-03,3.001975e-03,3.877958e-08
1.730000e-01,3.019414e-03,3.019415e-03,5.012226e-07,9.999955e-01,9.999954e-01,-1.490123e-08,3.019427e-03,3.019429e-03,5.012204e-07
1.740000e-01,3.036865e-03,3.036868e-03,9.200161e-07,9.999954e-01,9.999954e-01,-1.490123e-08,3.036879e-03,3.036882e-03,9.200119e-07
1.750000e-01,3.054326e-03,3.054321e-03,-1.429311e-06,9.999954e-01,9.999953e-01,-1.490123e-08,3.054340e-03,3.054336e-03,-1.410247e-06
1.760000e-01,3.071778e-03,3.071775e-03,-1.004307e-06,9.999953e-01,9.999953e-01,-1.117592e-08,3.071792e-03,3.071789e-03,-9.853536e-07
1.770000e-01,3.089230e-03,3.089228e-03,-5.841063e-07,9.999953e-01,9.999952e-01,-2.235185e-08,3.089244e-03,3.089243e-03,-5.652615e-07
1.780000e-01,3.106682e-03,3.106681e-03,-2.060991e-07,9.999952e-01,9.999952e-01,-7.450616e-09,3.106697e-03,3.106696e-03,-1.873619e-07
1.790000e-01,3.124134e-03,3.124134e-03,2.049478e-07,9.999951e-01,9.999951e-01,-1.117592e-08,3.124149e-03,3.124150e-03,2.235783e-07
1.800000e-01,3.141586e-03,3.141587e-03,6.299556e-07,9.999951e-01,9.999951e-01,-1.117593e-08,3.141601e-03,3.141603e-03,6.299524e-07
1.810000e-01,3.159046e-03,3.159041e-03,-1.639891e-06,9.999950e-01,9.999950e-01,-3.725308e-09,3.159062e-03,3.159056e-03,-1.639883e-06
1.820000e-01,3.176498e-03,3.176494e-03,-1.227741e-06,9.999950e-01,9.999950e-01,-7.450620e-09,3.176514e-03,3.176510e-03,-1.209411e-06
1.830000e-01,3.193950e-03,3.193947e-03,-8.200965e-07,9.999949e-01,9.999949e-01,-7.450620e-09,3.193966e-03,3.193963e-03,-8.018681e-07
1.840000e-01,3.211402e-03,3.211400e-03,-4.168824e-07,9.999949e-01,9.999948e-01,-1.117593e-08,3.211418e-03,3.211417e-03,-4.168803e-07
1.850000e-01,3.228854e-03,3.228853e-03,-3.605470e-08,9.999948e-01,9.999948e-01,-7.450620e-09,3.228870e-03,3.228870e-03,-1.802725e-08
1.860000e-01,3.246306e-03,3.246307e-03,3.586085e-07,9.999947e-01,9.999947e-01,-3.725310e-09,3.246323e-03,3.246324e-03,3.586066e-07
1.870000e-01,3.263757e-03,3.263760e-03,7.847199e-07,9.999947e-01,9.999947e-01,-7.450620e-09,3.263775e-03,3.263777e-03,7.847157e-07
1.880000e-01,3.281218e-03,3.281213e-03,-1.401434e-06,9.999946e-01,9.999946e-01,-1.117593e-08,3.281235e-03,3.281231e-03,-1.383687e-06
1.890000e-01,3.298670e-03,3.298666e-03,-1.005812e-06,9.999946e-01,9.999946e-01,-7.450620e-09,3.298688e-03,3.298684e-03,-1.005806e-06
1.900000e-01,3.316122e-03,3.316119e-03,-6.143531e-07,9.999945e-01,9.999945e-01,-1.117593e-08,3.316140e-03,3.316138e-03,-6.143497e-07
1.910000e-01,3.333573e-03,3.333573e-03,-2.444546e-07,9.999945e-01,9.999944e-01,-1.862656e-08,3.333592e-03,3.333591e-03,-2.095314e-07
1.920000e-01,3.351025e-03,3.351026e-03,1.389608e-07,9.999944e-01,9.999944e-01,-7.450623e-09,3.351044e-03,3.351045e-03,1.389600e-07
1.930000e-01,3.368477e-03,3.368479e-03,5.184030e-07,9.999943e-01,9.999943e-01,-7.450623e-09,3.368496e-03,3.368498e-03,5.184002e-07
1.940000e-01,3.385929e-03,3.385932e-03,8.939335e-07,9.999943e-01,9.999943e-01,-1.117593e-08,3.385949e-03,3.385952e-03,9.111193e-07
1.950000e-01,3.403389e-03,3.403385e-03,-1.162995e-06,9.999942e-01,9.999942e-01,-1.117593e-08,3.403409e-03,3.403405e-03,-1.162988e-06
1.960000e-01,3.420841e-03,3.420839e-03,-7.997337e-07,9.999942e-01,9.999941e-01,-1.490125e-08,3.420861e-03,3.420859e-03,-7.827135e-07
1.970000e-01,3.438293e-03,3.438292e-03,-4.570894e-07,9.999941e-01,9.999941e-01,-1.490125e-08,3.438314e-03,3.438312e-03,-4.401576e-07
1.980000e-01,3.455745e-03,3.455745e-03,-6.737496e-08,9.999940e-01,9.999940e-01,-7.450627e-09,3.455766e-03,3.455766e-03,-5.053091e-08
1.990000e-01,3.473197e-03,3.473198e-03,3.016637e-07,9.999940e-01,9.999940e-01,-7.450627e-09,3.473218e-03,3.473219e-03,3.184209e-07
2.000000e-01,3.490649e-03,3.490651e-03,6.503367e-07,9.999939e-01,9.999939e-01,-7.450627e-09,3.490670e-03,3.490673e-03,6.670080e-07
2.010000e-01,3.508109e-03,3.508105e-03,-1.343979e-06,9.999939e-01,9.999938e-01,-1.490125e-08,3.508131e-03,3.508126e-03,-1.327379e-06
2.020000e-01,3.525561e-03,3.525558e-03,-9.906120e-07,9.999938e-01,9.999938e-01,-1.490125e-08,3.525583e-03,3.525580e-03,-9.575856e-07
2.030000e-01,3.543013e-03,3.543011e-03,-6.407258e-07,9.999937e-01,9.999937e-01,-1.862657e-08,3.543035e-03,3.543033e-03,-6.078643e-07
2.040000e-01,3.560465e-03,3.560464e-03,-3.106184e-07,9.999937e-01,9.999937e-01,-1.490125e-08,3.560488e-03,3.560487e-03,-2.942681e-07
2.050000e-01,3.577917e-03,3.577917e-03,6.507435e-08,9.999936e-01,9.999936e-01,-1.117594e-08,3.577940e-03,3.577940e-03,8.134242e-08
2.060000e-01,3.595369e-03,3.595370e-03,4.209300e-07,9.999935e-01,9.999935e-01,-7.450630e-09,3.595392e-03,3.595394e-03,4.209272e-07
2.070000e-01,3.612821e-03,3.612824e-03,7.572360e-07,9.999935e-01,9.999935e-01,-1.117595e-08,3.612844e-03,3.612847e-03,7.733423e-07
2.080000e-01,3.630281e-03,3.630277e-03,-1.186512e-06,9.999934e-01,9.999934e-01,-1.117595e-08,3.630305e-03,3.630301e-03,-1.170470e-06
2.090000e-01,3.647733e-03,3.647730e-03,-8.297759e-07,9.999934e-01,9.999933e-01,-7.450630e-09,3.647757e-03,3.647754e-03,-8.297703e-07
2.100000e-01,3.665185e-03,3.665183e-03,-4.923185e-07,9.999933e-01,9.999933e-01,-1.117595e-08,3.665210e-03,3.665208e-03,-4.764341e-07
2.110000e-01,3.682637e-03,3.682636e-03,-1.580597e-07,9.999932e-01,9.999932e-01,-1.117595e-08,3.682662e-03,3.682661e-03,-1.422528e-07
2.120000e-01,3.700089e-03,3.700090e-03,2.045085e-07,9.999932e-01,9.999932e-01,-3.725315e-09,3.700114e-03,3.700115e-03,2.045070e-07
2.130000e-01,3.717541e-03,3.717543e-03,5.480147e-07,9.999931e-01,9.999931e-01,-7.450630e-09,3.717566e-03,3.717568e-03,5.480109e-07
2.140000e-01,3.735001e-03,3.734996e-03,-1.340258e-06,9.999930e-01,9.999930e-01,-3.725317e-09,3.735027e-03,3.735022e-03,-1.340249e-06
2.150000e-01,3.752453e-03,3.752449e-03,-1.008274e-06,9.999930e-01,9.999930e-01,-7.450634e-09,3.752479e-03,3.752475e-03,-9.927554e-07
2.160000e-01,3.769905e-03,3.769902e-03,-6.793643e-07,9.999929e-01,9.999929e-01,-1.490127e-08,3.769931e-03,3.769929e-03,-6.639195e-07
2.170000e-01,3.787357e-03,3.787355e-03,-3.534857e-07,9.999928e-01,9.999928e-01,-1.117595e-08,3.787384e-03,3.787383e-03,-3.381144e-07
2.180000e-01,3.804809e-03,3.804809e-03,0.000000e+00,9.999928e-01,9.999928e-01,-7.450634e-09,3.804836e-03,3.804836e-03,0.000000e+00
2.190000e-01,3.822260e-03,3.822262e-03,3.198004e-07,9.999927e-01,9.999927e-01,-7.450634e-09,3.822288e-03,3.822290e-03,3.350266e-07
2.200000e-01,3.839712e-03,3.839715e-03,6.518529e-07,9.999926e-01,9.999926e-01,-7.450634e-09,3.839741e-03,3.839743e-03,6.518482e-07
2.210000e-01,3.857173e-03,3.857168e-03,-1.177081e-06,9.999926e-01,9.999926e-01,-7.450637e-09,3.857201e-03,3.857197e-03,-1.161981e-06
2.220000e-01,3.874624e-03,3.874621e-03,-8.112312e-07,9.999925e-01,9.999925e-01,-1.117596e-08,3.874653e-03,3.874650e-03,-8.112252e-07
2.230000e-01,3.892076e-03,3.892074e-03,-4.935293e-07,9.999924e-01,9.999924e-01,-1.117596e-08,3.892106e-03,3.892104e-03,-4.935256e-07
2.240000e-01,3.909528e-03,3.909528e-03,-1.935527e-07,9.999924e-01,9.999924e-01,-7.450637e-09,3.909558e-03,3.909557e-03,-1.935512e-07
2.250000e-01,3.926980e-03,3.926981e-03,1.778700e-07,9.999923e-01,9.999923e-01,-1.117596e-08,3.927010e-03,3.927011e-03,1.926910e-07
2.260000e-01,3.944432e-03,3.944434e-03,4.869780e-07,9.999922e-01,9.999922e-01,-1.117596e-08,3.944463e-03,3.944465e-03,5.017311e-07
2.270000e-01,3.961892e-03,3.961887e-03,-1.307579e-06,9.999922e-01,9.999922e-01,-1.490127e-08,3.961923e-03,3.961918e-03,-1.278186e-06
2.280000e-01,3.979344e-03,3.979340e-03,-9.946676e-07,9.999921e-01,9.999921e-01,-7.450641e-09,3.979376e-03,3.979372e-03,-9.800324e-07
2.290000e-01,3.996796e-03,3.996793e-03,-6.844888e-07,9.999920e-01,9.999920e-01,-7.450641e-09,3.996828e-03,3.996825e-03,-6.699198e-07
2.300000e-01,4.014248e-03,4.014246e-03,-3.770070e-07,9.999920e-01,9.999919e-01,-1.117596e-08,4.014280e-03,4.014279e-03,-3.625038e-07
2.310000e-01,4.031700e-03,4.031700e-03,-7.218750e-08,9.999919e-01,9.999919e-01,-1.490128e-08,4.031733e-03,4.031732e-03,-5.774953e-08
2.320000e-01,4.049152e-03,4.049153e-03,2.875054e-07,9.999918e-01,9.999918e-01,-1.490128e-08,4.049185e-03,4.049186e-03,3.018782e-07
2.330000e-01,4.066604e-03,4.066606e-03,5.868565e-07,9.999917e-01,9.999917e-01,-1.862661e-08,4.066637e-03,4.066640e-03,6.011651e-07
2.340000e-01,4.084064e-03,4.084059e-03,-1.154445e-06,9.999917e-01,9.999917e-01,-1.490128e-08,4.084098e-03,4.084093e-03,-1.125931e-06
2.350000e-01,4.101516e-03,4.101512e-03,-8.515053e-07,9.999916e-01,9.999916e-01,-1.117596e-08,4.101550e-03,4.101547e-03,-8.373065e-07
2.360000e-01,4.118967e-03,4.118965e-03,-5.087384e-07,9.999915e-01,9.999915e-01,-3.725322e-09,4.119002e-03,4.119000e-03,-5.087340e-07
2.370000e-01,4.136419e-03,4.136418e-03,-2.110799e-07,9.999914e-01,9.999914e-01,0.000000e+00,4.136455e-03,4.136454e-03,-2.110781e-07
2.380000e-01,4.153871e-03,4.153872e-03,7.006435e-08,9.999914e-01,9.999914e-01,-7.450645e-09,4.153907e-03,4.153907e-03,8.407649e-08
2.390000e-01,4.171323e-03,4.171325e-03,4.186272e-07,9.999913e-01,9.999913e-01,-7.450645e-09,4.171359e-03,4.171361e-03,4.325776e-07
2.400000e-01,4.188775e-03,4.188778e-03,7.087009e-07,9.999912e-01,9.999912e-01,-7.450645e-09,4.188812e-03,4.188815e-03,7.086946e-07
2.410000e-01,4.206235e-03,4.206231e-03,-9.825289e-07,9.999912e-01,9.999912e-01,-7.450648e-09,4.206272e-03,4.206268e-03,-9.686820e-07
2.420000e-01,4.223687e-03,4.223684e-03,-6.890626e-07,9.999911e-01,9.999911e-01,-3.725324e-09,4.223725e-03,4.223722e-03,-6.890565e-07
2.430000e-01,4.241139e-03,4.241137e-03,-3.705626e-07,9.999910e-01,9.999910e-01,0.000000e+00,4.241177e-03,4.241175e-03,-3.705592e-07
2.440000e-01,4.258591e-03,4.258590e-03,-9.567805e-08,9.999909e-01,9.999909e-01,-7.450648e-09,4.258629e-03,4.258629e-03,-8.200901e-08
2.450000e-01,4.276043e-03,4.276044e-03,1.905751e-07,9.999909e-01,9.999909e-01,-7.450648e-09,4.276082e-03,4.276083e-03,1.905733e-07
2.460000e-01,4.293495e-03,4.293497e-03,5.151725e-07,9.999908e-01,9.999908e-01,-1.117597e-08,4.293534e-03,4.293536e-03,5.287247e-07
2.470000e-01,4.310955e-03,4.310950e-03,-1.120689e-06,9.999907e-01,9.999907e-01,-1.117597e-08,4.310995e-03,4.310990e-03,-1.107177e-06
2.480000e-01,4.328407e-03,4.328403e-03,-8.472138e-07,9.999906e-01,9.999906e-01,-7.450652e-09,4.328447e-03,4.328444e-03,-8.337581e-07
2.490000e-01,4.345859e-03,4.345856e-03,-5.625409e-07,9.999906e-01,9.999906e-01,-7.450652e-09,4.345900e-03,4.345897e-03,-5.625355e-07
2.500000e-01,4.363310e-03,4.363309e-03,-2.401246e-07,9.999905e-01,9.999905e-01,-3.725326e-09,4.363352e-03,4.363351e-03,-2.267822e-07
2.510000e-01,4.380762e-03,4.380762e-03,6.643553e-08,9.999904e-01,9.999904e-01,-7.450652e-09,4.380804e-03,4.380804e-03,6.643489e-08
2.520000e-01,4.398214e-03,4.398216e-03,3.308595e-07,9.999903e-01,9.999903e-01,-1.117598e-08,4.398257e-03,4.398258e-03,3.440906e-07
2.530000e-01,4.415666e-03,4.415669e-03,6.195573e-07,9.999903e-01,9.999903e-01,-7.450652e-09,4.415709e-03,4.415712e-03,6.327333e-07
2.540000e-01,4.433126e-03,4.433122e-03,-9.716329e-07,9.999902e-01,9.999902e-01,-1.117598e-08,4.433170e-03,4.433165e-03,-9.716233e-07
2.550000e-01,4.450578e-03,4.450575e-03,-6.800916e-07,9.999901e-01,9.999901e-01,-7.450655e-09,4.450622e-03,4.450619e-03,-6.800848e-07
2.560000e-01,4.468030e-03,4.468028e-03,-3.908278e-07,9.999900e-01,9.999900e-01,-7.450655e-09,4.468074e-03,4.468073e-03,-3.908240e-07
2.570000e-01,4.485482e-03,4.485481e-03,-1.167921e-07,9.999899e-01,9.999899e-01,-7.450655e-09,4.485527e-03,4.485526e-03,-1.167910e-07
2.580000e-01,4.502933e-03,4.502934e-03,1.680459e-07,9.999899e-01,9.999899e-01,-1.117598e-08,4.502979e-03,4.502980e-03,1.809707e-07
2.590000e-01,4.520385e-03,4.520387e-03,4.249310e-07,9.999898e-01,9.999898e-01,-1.862664e-08,4.520432e-03,4.520434e-03,4.378032e-07
2.600000e-01,4.537845e-03,4.537840e-03,-1.115964e-06,9.999897e-01,9.999897e-01,-1.117598e-08,4.537892e-03,4.537887e-03,-1.103125e-06
2.610000e-01,4.555297e-03,4.555294e-03,-8.561277e-07,9.999896e-01,9.999896e-01,-7.450659e-09,4.555345e-03,4.555341e-03,-8.433410e-07
2.620000e-01,4.572749e-03,4.572747e-03,-5.600872e-07,9.999896e-01,9.999895e-01,-7.450659e-09,4.572797e-03,4.572794e-03,-5.600814e-07
2.630000e-01,4.590201e-03,4.590200e-03,-2.789788e-07,9.999895e-01,9.999895e-01,-1.117599e-08,4.590249e-03,4.590248e-03,-2.662952e-07
2.640000e-01,4.607653e-03,4.607653e-03,-2.526564e-08,9.999894e-01,9.999894e-01,-7.450659e-09,4.607702e-03,4.607702e-03,-2.526538e-08
2.650000e-01,4.625105e-03,4.625106e-03,2.517031e-07,9.999893e-01,9.999893e-01,-3.725329e-09,4.625154e-03,4.625155e-03,2.517003e-07
2.660000e-01,4.642557e-03,4.642559e-03,5.015136e-07,9.999892e-01,9.999892e-01,-1.117599e-08,4.642607e-03,4.642609e-03,5.140458e-07
2.670000e-01,4.660017e-03,4.660012e-03,-9.742888e-07,9.999891e-01,9.999891e-01,-7.450662e-09,4.660067e-03,4.660063e-03,-9.742782e-07
2.680000e-01,4.677469e-03,4.677465e-03,-7.217679e-07,9.999891e-01,9.999891e-01,0.000000e+00,4.677520e-03,4.677516e-03,-7.217600e-07
2.690000e-01,4.694920e-03,4.694918e-03,-4.463285e-07,9.999890e-01,9.999890e-01,-3.725331e-09,4.694972e-03,4.694970e-03,-4.463236e-07
2.700000e-01,4.712372e-03,4.712372e-03,-1.729293e-07,9.999889e-01,9.999889e-01,-7.450662e-09,4.712425e-03,4.712424e-03,-1.605754e-07
2.710000e-01,4.729824e-03,4.729825e-03,9.845212e-08,9.999888e-01,9.999888e-01,-3.725331e-09,4.729877e-03,4.729878e-03,9.845103e-08
2.720000e-01,4.747276e-03,4.747278e-03,3.678381e-07,9.999887e-01,9.999887e-01,-1.117600e-08,4.747329e-03,4.747331e-03,3.800951e-07
2.730000e-01,4.764728e-03,4.764731e-03,6.108179e-07,9.999887e-01,9.999886e-01,-1.117600e-08,4.764782e-03,4.764785e-03,6.230272e-07
2.740000e-01,4.782188e-03,4.782184e-03,-8.276807e-07,9.999886e-01,9.999886e-01,-7.450666e-09,4.782243e-03,4.782239e-03,-8.276712e-07
2.750000e-01,4.799640e-03,4.799637e-03,-5.942481e-07,9.999885e-01,9.999885e-01,-3.725333e-09,4.799695e-03,4.799692e-03,-5.821139e-07
2.760000e-01,4.817092e-03,4.817090e-03,-3.141729e-07,9.999884e-01,9.999884e-01,-3.725333e-09,4.817147e-03,4.817146e-03,-3.141693e-07
2.770000e-01,4.834543e-03,4.834543e-03,-4.815981e-08,9.999883e-01,9.999883e-01,-7.450669e-09,4.834600e-03,4.834600e-03,-3.611943e-08
2.780000e-01,4.851995e-03,4.851996e-03,2.279362e-07,9.999882e-01,9.999882e-01,-7.450669e-09,4.852052e-03,4.852053e-03,2.279335e-07
2.790000e-01,4.869447e-03,4.869449e-03,4.661921e-07,9.999882e-01,9.999881e-01,-1.117600e-08,4.869505e-03,4.869507e-03,4.661866e-07
2.800000e-01,4.886907e-03,4.886902e-03,-9.766981e-07,9.999881e-01,9.999881e-01,-7.450669e-09,4.886966e-03,4.886961e-03,-9.647756e-07
2.810000e-01,4.904359e-03,4.904355e-03,-7.121139e-07,9.999880e-01,9.999880e-01,-3.725335e-09,4.904418e-03,4.904414e-03,-7.121054e-07
2.820000e-01,4.921811e-03,4.921809e-03,-4.494062e-07,9.999879e-01,9.999879e-01,-7.450669e-09,4.921870e-03,4.921868e-03,-4.375744e-07
2.830000e-01,4.939263e-03,4.939262e-03,-2.003397e-07,9.999878e-01,9.999878e-01,-3.725336e-09,4.939323e-03,4.939322e-03,-2.003373e-07
2.840000e-01,4.956714e-03,4.956715e-03,5.871597e-08,9.999877e-01,9.999877e-01,-1.117601e-08,4.956775e-03,4.956776e-03,7.045830e-08
2.850000e-01,4.974166e-03,4.974168e-03,3.159537e-07,9.999876e-01,9.999876e-01,-1.117601e-08,4.974228e-03,4.974229e-03,3.393535e-07
2.860000e-01,4.991618e-03,4.991621e-03,5.480705e-07,9.999876e-01,9.999875e-01,-7.450673e-09,4.991680e-03,4.991683e-03,5.480637e-07
2.870000e-01,5.009078e-03,5.009074e-03,-8.599128e-07,9.999875e-01,9.999875e-01,-1.490135e-08,5.009141e-03,5.009137e-03,-8.366615e-07
2.880000e-01,5.026530e-03,5.026527e-03,-5.790048e-07,9.999874e-01,9.999874e-01,-7.450673e-09,5.026593e-03,5.026591e-03,-5.674175e-07
2.890000e-01,5.043982e-03,5.043980e-03,-3.115807e-07,9.999873e-01,9.999873e-01,-1.490135e-08,5.044046e-03,5.044044e-03,-2.884969e-07
2.900000e-01,5.061434e-03,5.061433e-03,-8.050164e-08,9.999872e-01,9.999872e-01,-3.725338e-09,5.061498e-03,5.061498e-03,-6.900052e-08
2.910000e-01,5.078885e-03,5.078886e-03,1.604500e-07,9.999871e-01,9.999871e-01,-7.450677e-09,5.078951e-03,5.078952e-03,1.719085e-07
2.920000e-01,5.096337e-03,5.096339e-03,4.340156e-07,9.999870e-01,9.999870e-01,-1.490135e-08,5.096403e-03,5.096405e-03,4.454313e-07
2.930000e-01,5.113797e-03,5.113792e-03,-9.902761e-07,9.999869e-01,9.999869e-01,-7.450677e-09,5.113864e-03,5.113859e-03,-9.788808e-07
2.940000e-01,5.131249e-03,5.131245e-03,-7.260012e-07,9.999868e-01,9.999868e-01,-1.490136e-08,5.131317e-03,5.131313e-03,-7.033044e-07
2.950000e-01,5.148701e-03,5.148699e-03,-4.635179e-07,9.999868e-01,9.999867e-01,-1.117602e-08,5.148769e-03,5.148767e-03,-4.522066e-07
2.960000e-01,5.166153e-03,5.166152e-03,-2.253424e-07,9.999867e-01,9.999867e-01,-1.117602e-08,5.166222e-03,5.166221e-03,-2.140725e-07
2.970000e-01,5.183605e-03,5.183605e-03,1.122919e-08,9.999866e-01,9.999866e-01,-1.117602e-08,5.183674e-03,5.183674e-03,3.368710e-08
2.980000e-01,5.201056e-03,5.201058e-03,2.797876e-07,9.999865e-01,9.999865e-01,-1.117602e-08,5.201127e-03,5.201128e-03,2.797838e-07
2.990000e-01,5.218508e-03,5.218511e-03,5.130875e-07,9.999864e-01,9.999864e-01,-1.117602e-08,5.218579e-03,5.218582e-03,5.242343e-07
3.000000e-01,5.235968e-03,5.235964e-03,-8.337671e-07,9.999863e-01,9.999863e-01,-1.490137e-08,5.236040e-03,5.236036e-03,-8.226390e-07
3.010000e-01,5.253420e-03,5.253417e-03,-5.983180e-07,9.999862e-01,9.999862e-01,-7.450684e-09,5.253492e-03,5.253489e-03,-5.872299e-07
3.020000e-01,5.270872e-03,5.270870e-03,-3.644280e-07,9.999861e-01,9.999861e-01,-1.490137e-08,5.270945e-03,5.270943e-03,-3.533798e-07
3.030000e-01,5.288324e-03,5.288323e-03,-1.320819e-07,9.999860e-01,9.999860e-01,-1.862671e-08,5.288397e-03,5.288397e-03,-1.100667e-07
3.040000e-01,5.305775e-03,5.305776e-03,9.873560e-08,9.999859e-01,9.999859e-01,-1.117603e-08,5.305850e-03,5.305851e-03,1.097047e-07
3.050000e-01,5.323227e-03,5.323229e-03,3.608436e-07,9.999858e-01,9.999858e-01,-1.117603e-08,5.323302e-03,5.323304e-03,3.717729e-07
3.060000e-01,5.340687e-03,5.340682e-03,-9.700037e-07,9.999858e-01,9.999857e-01,-1.490137e-08,5.340763e-03,5.340758e-03,-9.590912e-07
3.070000e-01,5.358139e-03,5.358135e-03,-7.278491e-07,9.999857e-01,9.999856e-01,-1.117603e-08,5.358216e-03,5.358212e-03,-7.061120e-07
3.080000e-01,5.375591e-03,5.375588e-03,-4.980948e-07,9.999856e-01,9.999856e-01,-1.490137e-08,5.375668e-03,5.375666e-03,-4.764316e-07
3.090000e-01,5.393043e-03,5.393041e-03,-2.482414e-07,9.999855e-01,9.999855e-01,-1.117603e-08,5.393121e-03,5.393120e-03,-2.266519e-07
3.100000e-01,5.410494e-03,5.410494e-03,-2.151658e-08,9.999854e-01,9.999854e-01,-1.490138e-08,5.410573e-03,5.410573e-03,0.000000e+00
3.110000e-01,5.427946e-03,5.427947e-03,2.251976e-07,9.999853e-01,9.999853e-01,-1.117603e-08,5.428026e-03,5.428027e-03,2.359179e-07
3.120000e-01,5.445398e-03,5.445400e-03,4.703303e-07,9.999852e-01,9.999852e-01,-1.490138e-08,5.445478e-03,5.445481e-03,4.810125e-07
3.130000e-01,5.462858e-03,5.462853e-03,-8.204485e-07,9.999851e-01,9.999851e-01,-1.862673e-08,5.462939e-03,5.462935e-03,-8.097812e-07
3.140000e-01,5.480310e-03,5.480306e-03,-5.947895e-07,9.999850e-01,9.999850e-01,-1.117604e-08,5.480392e-03,5.480389e-03,-5.841596e-07
3.150000e-01,5.497761e-03,5.497759e-03,-3.811509e-07,9.999849e-01,9.999849e-01,-1.862674e-08,5.497844e-03,5.497842e-03,-3.599704e-07
3.160000e-01,5.515213e-03,5.515212e-03,-1.372022e-07,9.999848e-01,9.999848e-01,-1.490139e-08,5.515297e-03,5.515296e-03,-1.266463e-07
3.170000e-01,5.532665e-03,5.532665e-03,8.416582e-08,9.999847e-01,9.999847e-01,-1.862674e-08,5.532750e-03,5.532750e-03,1.052057e-07
3.180000e-01,5.550117e-03,5.550118e-03,3.356046e-07,9.999846e-01,9.999846e-01,-1.117604e-08,5.550202e-03,5.550204e-03,3.460869e-07
3.190000e-01,5.567568e-03,5.567572e-03,5.436478e-07,9.999845e-01,9.999845e-01,-7.450698e-09,5.567655e-03,5.567658e-03,5.540941e-07
3.200000e-01,5.585029e-03,5.585025e-03,-7.191246e-07,9.999844e-01,9.999844e-01,-1.862674e-08,5.585116e-03,5.585112e-03,-7.086915e-07
3.210000e-01,5.602480e-03,5.602478e-03,-4.883126e-07,9.999843e-01,9.999843e-01,-3.725349e-09,5.602568e-03,5.602565e-03,-4.779154e-07
3.220000e-01,5.619932e-03,5.619931e-03,-2.692914e-07,9.999842e-01,9.999842e-01,-1.117605e-08,5.620021e-03,5.620019e-03,-2.589300e-07
3.230000e-01,5.637384e-03,5.637384e-03,-6.195178e-08,9.999841e-01,9.999841e-01,-7.450698e-09,5.637473e-03,5.637473e-03,-5.162566e-08
3.240000e-01,5.654836e-03,5.654837e-03,1.749883e-07,9.999840e-01,9.999840e-01,-3.725351e-09,5.654926e-03,5.654927e-03,1.749855e-07
3.250000e-01,5.672287e-03,5.672290e-03,4.002085e-07,9.999839e-01,9.999839e-01,-1.117605e-08,5.672378e-03,5.672381e-03,4.207253e-07
3.260000e-01,5.689747e-03,5.689743e-03,-8.491132e-07,9.999838e-01,9.999838e-01,-1.117605e-08,5.689839e-03,5.689835e-03,-8.388694e-07
3.270000e-01,5.707199e-03,5.707196e-03,-6.221387e-07,9.999837e-01,9.999837e-01,-1.490140e-08,5.707292e-03,5.707289e-03,-6.017309e-07
3.280000e-01,5.724651e-03,5.724649e-03,-3.863802e-07,9.999836e-01,9.999836e-01,-1.117606e-08,5.724745e-03,5.724742e-03,-3.863739e-07
3.290000e-01,5.742103e-03,5.742102e-03,-1.824659e-07,9.999835e-01,9.999835e-01,-1.117606e-08,5.742197e-03,5.742196e-03,-1.723261e-07
3.300000e-01,5.759554e-03,5.759555e-03,4.042511e-08,9.999834e-01,9.999834e-01,-1.117606e-08,5.759650e-03,5.759650e-03,6.063667e-08
3.310000e-01,5.777006e-03,5.777008e-03,2.921966e-07,9.999833e-01,9.999833e-01,-7.450705e-09,5.777102e-03,5.777104e-03,3.022673e-07
3.320000e-01,5.794458e-03,5.794461e-03,4.922244e-07,9.999832e-01,9.999832e-01,-1.490141e-08,5.794555e-03,5.794558e-03,5.022614e-07
3.330000e-01,5.811918e-03,5.811914e-03,-7.210966e-07,9.999831e-01,9.999831e-01,-1.490141e-08,5.812016e-03,5.812012e-03,-7.010543e-07
3.340000e-01,5.829370e-03,5.829367e-03,-5.192328e-07,9.999830e-01,9.999830e-01,-1.117606e-08,5.829469e-03,5.829466e-03,-5.092389e-07
